pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	seed_hidden650_batch64_dropout0.1_lr10.0_seed9420	seed_hidden650_batch64_dropout0.1_lr10.0_seed1010	seed_hidden650_batch64_dropout0.1_lr10.0_seed1234	seed_hidden650_batch64_dropout0.1_lr10.0_seed3242	seed_hidden650_batch64_dropout0.1_lr10.0_seed8574	seed_hidden650_batch64_dropout0.1_lr10.0_seed3648	seed_hidden650_batch64_dropout0.1_lr10.0_seed11230	seed_hidden650_batch64_dropout0.2_lr20.0_seed1010	seed_hidden650_batch64_dropout0.2_lr10.0_seed9482	seed_hidden650_batch64_dropout0.2_lr20.0_seed1234	seed_hidden650_batch64_dropout0.2_lr10.0_seed5555	seed_hidden650_batch64_dropout0.2_lr10.0_seed44444	seed_hidden650_batch64_dropout0.2_lr20.0_seed9420	seed_hidden650_batch64_dropout0.2_lr10.0_seed1010	seed_hidden650_batch64_dropout0.2_lr10.0_seed9420	seed_hidden650_batch128_dropout0.2_lr10.0_seed11230	seed_hidden650_batch128_dropout0.2_lr10.0_seed3648	seed_hidden650_batch128_dropout0.2_lr10.0_seed9482	seed_hidden650_batch128_dropout0.2_lr10.0_seed8574	seed_hidden650_batch64_dropout0.2_lr20.0_seed9482	seed_hidden650_batch64_dropout0.2_lr20.0_seed11230	seed_hidden650_batch128_dropout0.1_lr20.0_seed44444	seed_hidden650_batch128_dropout0.2_lr10.0_seed1234	seed_hidden650_batch64_dropout0.1_lr10.0_seed9482	seed_hidden650_batch128_dropout0.1_lr20.0_seed1010	seed_hidden650_batch128_dropout0.1_lr20.0_seed1234	seed_hidden650_batch128_dropout0.2_lr20.0_seed1010	seed_hidden650_batch128_dropout0.2_lr10.0_seed5555	seed_hidden650_batch128_dropout0.2_lr20.0_seed1234	seed_hidden650_batch128_dropout0.2_lr10.0_seed44444	seed_hidden650_batch64_dropout0.2_lr20.0_seed3242	seed_hidden650_batch64_dropout0.2_lr20.0_seed8574	seed_hidden650_batch64_dropout0.2_lr20.0_seed3648	seed_hidden650_batch128_dropout0.2_lr20.0_seed8574	seed_hidden650_batch64_dropout0.1_lr20.0_seed11230	seed_hidden650_batch64_dropout0.1_lr20.0_seed3648	seed_hidden650_batch64_dropout0.2_lr10.0_seed1234	seed_hidden650_batch64_dropout0.1_lr20.0_seed44444	seed_hidden650_batch128_dropout0.1_lr10.0_seed9482	seed_hidden650_batch128_dropout0.2_lr20.0_seed9420	seed_hidden650_batch128_dropout0.2_lr20.0_seed3242	seed_hidden650_batch128_dropout0.1_lr10.0_seed3242	seed_hidden650_batch64_dropout0.1_lr20.0_seed5555	seed_hidden650_batch64_dropout0.1_lr20.0_seed9482	seed_hidden650_batch128_dropout0.1_lr20.0_seed5555	seed_hidden650_batch128_dropout0.1_lr10.0_seed44444	seed_hidden650_batch128_dropout0.1_lr10.0_seed5555	seed_hidden650_batch64_dropout0.2_lr10.0_seed3648	seed_hidden650_batch64_dropout0.2_lr10.0_seed8574	seed_hidden650_batch64_dropout0.2_lr10.0_seed3242	seed_hidden650_batch128_dropout0.1_lr20.0_seed9482	seed_hidden650_batch128_dropout0.2_lr10.0_seed1010	seed_hidden650_batch128_dropout0.1_lr20.0_seed11230	seed_hidden650_batch128_dropout0.2_lr10.0_seed9420	seed_hidden650_batch64_dropout0.1_lr20.0_seed8574	seed_hidden650_batch64_dropout0.1_lr20.0_seed3242	seed_hidden650_batch128_dropout0.1_lr20.0_seed3648	seed_hidden650_batch128_dropout0.1_lr20.0_seed9420	seed_hidden650_batch128_dropout0.1_lr20.0_seed8574	seed_hidden650_batch128_dropout0.2_lr10.0_seed3242	seed_hidden650_batch128_dropout0.1_lr20.0_seed3242	seed_hidden650_batch128_dropout0.1_lr10.0_seed1010	seed_hidden650_batch128_dropout0.1_lr10.0_seed8574	seed_hidden650_batch128_dropout0.1_lr10.0_seed9420	seed_hidden650_batch128_dropout0.1_lr10.0_seed3648	seed_hidden650_batch64_dropout0.2_lr20.0_seed44444	seed_hidden650_batch128_dropout0.1_lr10.0_seed11230	seed_hidden650_batch128_dropout0.1_lr10.0_seed1234	seed_hidden650_batch64_dropout0.2_lr20.0_seed5555	seed_hidden650_batch64_dropout0.1_lr20.0_seed1010	seed_hidden650_batch64_dropout0.1_lr20.0_seed1234	seed_hidden650_batch64_dropout0.1_lr10.0_seed44444	seed_hidden650_batch64_dropout0.1_lr10.0_seed5555	seed_hidden650_batch64_dropout0.1_lr20.0_seed9420	seed_hidden650_batch64_dropout0.2_lr10.0_seed11230	seed_hidden650_batch128_dropout0.2_lr20.0_seed5555	seed_hidden650_batch128_dropout0.2_lr20.0_seed11230	seed_hidden650_batch128_dropout0.2_lr20.0_seed9482	seed_hidden650_batch128_dropout0.2_lr20.0_seed3648
L__NOUN_VERB_VERB	20	4	sing	observe	wrong	generated	The agreeable membership I paid underneath from them in the first steak	0	False	946	10	12	The agreeable membership I paid underneath from them in the first steak involves because my permanent racism who ordered with them was reviewing out on his easy . <eos>	-16.5764	-19.2483	-16.9961	-14.2986	-17.0068	-15.7447	-15.4985	-14.8845	-15.1991	-14.2289	-13.8524	-13.9323	-14.512	-14.9427	-15.1033	-16.636	-17.5272	-14.1889	-14.8485	-15.7744	-15.4578	-16.2423	-16.2918	-15.0679	-15.5631	-19.4506	-14.0201	-14.2066	-15.1786	-13.0071	-14.857	-16.0081	-16.0373	-14.9553	-17.1203	-15.9304	-14.6853	-16.6794	-17.9716	-17.3171	-16.6171	-18.1711	-16.3714	-16.6128	-16.1312	-17.0529	-15.9867	-14.483	-13.9222	-16.9409	-18.5104	-14.1276	-15.0128	-13.3328	-14.1197	-15.6144	-18.0322	-14.4183	-15.6151	-15.1805	-16.0491	-16.9668	-15.0261	-18.0949	-17.5142	-14.3075	-16.5095	-13.5639	-16.2132	-15.2349	-18.4909	-17.1638	-14.1971	-19.2376	-14.279	-16.726	-14.7166	-16.6481	-16.2765
R__VERB_NOUN_CCONJ_VERB	15	9	sing	lies	correct	generated	If you manage a vegetable who will satisfy to you and hesitate he will attract and then melt his chair , and not belong what he is losing about whenever he wakes brakes at animated cards and	0	True	3696	6	37	If you manage a vegetable who will satisfy to you and hesitate he will attract and then melt his chair , and not belong what he is losing about whenever he wakes brakes at animated cards and wakes they appreciate what you respond , why they will not lace for you , provide to this crisis ... he is the equality for you . <eos>	-9.30043	-10.0389	-9.25225	-7.85478	-10.2897	-10.9754	-8.75035	-10.9175	-9.62335	-8.97936	-9.1507	-10.3955	-9.61461	-9.63426	-9.01805	-9.25025	-9.60267	-8.91707	-9.40673	-9.14482	-9.49217	-13.0203	-9.86908	-9.43664	-10.9084	-9.63055	-11.0202	-10.631	-8.82632	-10.0881	-10.357	-9.14389	-10.2116	-9.92208	-8.57112	-9.45415	-10.9121	-9.56874	-9.18994	-9.49522	-9.45499	-8.6001	-9.45673	-10.1982	-7.72584	-10.2113	-9.53882	-9.69019	-9.88354	-9.70123	-9.56663	-9.03904	-10.1744	-9.5829	-9.84095	-10.8038	-11.3921	-9.75744	-10.704	-9.44933	-9.99679	-9.31497	-10.4698	-10.9855	-8.70461	-9.2054	-10.5967	-10.2328	-9.63154	-9.12945	-8.96162	-8.94231	-9.02545	-8.81696	-9.23548	-10.0352	-9.46545	-9.95696	-9.62035
R__VERB_NOUN_CCONJ_VERB	15	9	sing	lie	wrong	generated	If you manage a vegetable who will satisfy to you and hesitate he will attract and then melt his chair , and not belong what he is losing about whenever he wakes brakes at animated cards and	0	True	1501	6	37	If you manage a vegetable who will satisfy to you and hesitate he will attract and then melt his chair , and not belong what he is losing about whenever he wakes brakes at animated cards and wakes they appreciate what you respond , why they will not lace for you , provide to this crisis ... he is the equality for you . <eos>	-11.7468	-11.5671	-9.75758	-11.2797	-9.38263	-11.2426	-10.9893	-10.8333	-10.1679	-10.4203	-11.579	-11.5941	-10.3289	-9.34097	-9.7795	-10.5011	-9.50605	-11.3743	-9.84683	-8.24773	-9.7618	-10.4856	-11.4984	-10.5604	-10.8722	-12.4965	-10.8187	-10.8742	-10.9693	-9.60394	-9.77559	-12.0301	-9.85613	-11.0508	-10.8011	-11.4868	-11.5864	-10.6171	-10.4593	-10.5642	-11.465	-10.4028	-10.0768	-10.9837	-9.77535	-12.3815	-11.3297	-10.9451	-11.4943	-10.1779	-9.44293	-9.286	-9.41701	-10.6603	-9.56108	-10.4603	-10.6701	-11.1114	-11.0401	-11.7107	-11.6026	-10.0673	-11.8228	-11.5088	-10.9938	-10.1313	-12.0907	-11.49	-10.5441	-11.5172	-10.174	-10.5158	-9.82134	-9.47417	-10.3941	-9.89064	-10.0771	-11.5435	-10.7662
L__NOUN_VERB_VERB	5	1	sing	indicates	correct	generated	Indeed , the urban appointment revised for ammunition	0	True	1984	4	8	Indeed , the urban appointment revised for ammunition advises whether our Article ( the impenetrable invasion and simultaneously the expertise they tend to pursue ) is or adds not an available drug under the revolution . <eos>	-12.6616	-10.634	-13.2021	-8.83544	-10.6689	-9.19828	-14.5029	-9.42642	-10.4746	-10.2636	-9.23932	-14.6397	-9.63488	-9.80688	-10.8519	-9.11228	-9.84149	-9.06251	-7.29993	-8.11559	-8.60936	-11.5923	-10.2572	-8.34967	-10.7109	-10.2935	-13.375	-9.29427	-8.6384	-9.31497	-9.47551	-10.9162	-11.1481	-9.17781	-11.6309	-9.0999	-9.8854	-7.74361	-11.3406	-9.95079	-10.2252	-10.1721	-10.9816	-9.53705	-9.89273	-11.6199	-14.7157	-10.4759	-13.2902	-11.3528	-8.06528	-10.3808	-11.4912	-11.2521	-11.0975	-8.79274	-13.5762	-10.2561	-11.2797	-9.88092	-10.4748	-9.71557	-11.1653	-9.93956	-10.8096	-11.8741	-12.2993	-11.2461	-8.78957	-9.92177	-7.92285	-10.2108	-11.0554	-15.1184	-11.285	-9.87785	-9.55094	-8.45734	-8.20046
L__NOUN_VERB_VERB	5	1	sing	indicate	wrong	generated	Indeed , the urban appointment revised for ammunition	0	True	2836	4	8	Indeed , the urban appointment revised for ammunition advises whether our Article ( the impenetrable invasion and simultaneously the expertise they tend to pursue ) is or adds not an available drug under the revolution . <eos>	-14.5669	-11.7972	-12.2118	-10.359	-11.9054	-11.7842	-14.3919	-10.5287	-10.5619	-11.4734	-11.3465	-13.412	-10.2469	-11.5278	-12.8336	-10.8116	-10.1714	-11.0377	-9.83218	-11.4246	-9.40802	-11.8252	-10.6366	-9.21446	-13.4838	-10.6182	-11.9036	-11.4205	-10.2278	-10.0267	-10.4907	-11.1897	-11.9351	-8.26703	-14.4265	-11.1617	-9.53886	-9.6407	-11.6936	-12.0267	-11.2949	-10.9435	-13.0119	-11.7587	-12.2583	-10.7411	-15.7136	-11.5932	-13.0636	-11.081	-12.2365	-11.7161	-13.5339	-13.2749	-11.6347	-11.682	-14.5283	-10.6525	-12.9695	-11.7987	-11.3737	-12.4779	-11.82	-10.1133	-12.288	-12.7269	-13.805	-12.9416	-10.3144	-10.7229	-11.5436	-11.1108	-11.3065	-13.2985	-11.7092	-11.7409	-10.176	-8.72569	-9.38992
L__NOUN_VERB_VERB	11	5	plur	operate	correct	generated	The upscale rid thanks that simply would squeeze from gem	2	False	3809	7	10	The upscale rid thanks that simply would squeeze from gem appreciate painting , coalition , minister , racing , devastating lap and social graphics of partnerships and functions -- possible as the Stanford grandmother . <eos>	-21.0273	-18.3654	-15.3824	-13.7223	-14.2792	-15.1248	-15.2889	-18.7292	-16.0626	-14.9115	-11.8586	-16.3249	-15.0796	-16.0727	-15.7778	-15.5686	-12.0268	-14.9768	-16.5385	-13.6635	-13.0462	-13.6454	-15.6775	-11.8401	-14.3615	-16.1892	-14.4201	-14.4579	-13.5786	-14.9958	-14.0868	-16.1132	-15.3427	-13.7659	-16.6834	-14.9379	-13.5283	-17.2854	-14.5858	-12.7157	-14.2591	-18.6544	-16.2157	-16.4773	-17.5238	-16.0804	-18.1103	-15.0586	-17.3947	-16.8565	-15.719	-14.1543	-19.9378	-14.5025	-11.8791	-19.0059	-15.192	-14.6102	-16.1336	-17.1873	-17.354	-17.5595	-14.3505	-13.8753	-16.3665	-14.1287	-14.0655	-15.8151	-16.2359	-18.0345	-14.7537	-16.3337	-13.0291	-15.6032	-15.8345	-15.9689	-16.3625	-15.7177	-13.6934
L__NOUN_VERB_VERB	11	5	plur	operates	wrong	generated	The upscale rid thanks that simply would squeeze from gem	2	False	3023	7	10	The upscale rid thanks that simply would squeeze from gem appreciate painting , coalition , minister , racing , devastating lap and social graphics of partnerships and functions -- possible as the Stanford grandmother . <eos>	-20.3895	-15.2655	-13.7227	-14.6568	-12.7823	-14.4556	-14.4072	-15.0083	-14.2593	-12.8912	-12.4315	-15.3232	-14.12	-15.8704	-13.9308	-13.2991	-11.9453	-14.336	-14.1067	-12.0424	-12.0512	-12.2371	-14.6659	-13.1022	-15.4131	-13.6456	-14.572	-14.4249	-12.9763	-15.0159	-10.6956	-14.3673	-14.4	-12.5041	-13.2381	-14.6654	-12.4414	-16.153	-17.0011	-13.8925	-12.3866	-15.4578	-14.1599	-16.5115	-16.2082	-17.6622	-17.6528	-15.1509	-16.8338	-15.6868	-15.6928	-14.1736	-16.813	-13.2763	-14.6252	-17.1082	-15.244	-13.4455	-15.9977	-15.765	-15.2594	-16.7906	-14.9132	-16.3691	-16.4059	-14.1702	-12.8661	-14.5833	-14.5856	-14.6431	-15.8308	-15.5441	-13.5597	-15.4003	-14.8469	-15.1254	-13.1507	-13.723	-12.164
R__VERB_NOUN_CCONJ_VERB	10	0	plur	put	correct	original	You add the water and	0	False	11670	4	5	You add the water and put water conditioner into the water . <eos>	-6.99366	-6.65247	-6.6268	-6.70333	-7.12795	-6.91445	-6.64427	-6.18309	-6.50754	-7.71017	-7.75277	-6.74639	-6.0897	-5.54206	-6.17987	-7.04243	-6.35639	-7.13292	-6.35261	-6.48055	-6.73951	-6.61933	-6.0737	-6.63017	-5.73861	-5.35184	-6.09052	-6.87991	-7.14843	-6.09846	-7.90473	-6.41857	-6.35743	-5.90254	-6.37581	-7.13806	-5.93113	-5.99068	-5.8857	-7.44351	-6.00081	-6.39055	-5.88774	-5.92621	-6.41132	-7.27571	-5.44691	-6.88003	-6.78371	-7.24404	-6.29251	-6.5679	-7.33837	-6.82274	-5.49324	-5.90793	-7.66659	-6.42428	-6.09313	-6.31177	-6.58109	-6.20279	-6.60985	-6.13982	-6.30762	-6.14922	-6.72801	-7.47488	-6.03461	-6.23424	-6.61344	-6.19512	-6.52782	-5.38097	-6.74788	-6.4632	-6.51124	-6.58783	-5.64215
R__VERB_NOUN_CCONJ_VERB	10	0	plur	puts	wrong	original	You add the water and	0	False	951	4	5	You add the water and put water conditioner into the water . <eos>	-10.8006	-8.94011	-9.13088	-10.509	-10.7531	-10.7767	-9.7424	-8.83675	-10.2488	-9.70267	-10.7641	-9.64843	-10.0516	-9.73546	-9.52172	-9.18401	-9.87631	-10.1586	-9.65721	-9.55206	-11.0685	-9.4003	-8.9851	-8.63945	-10.0854	-9.03299	-9.34121	-10.29	-9.19262	-9.71363	-12.8111	-9.15021	-10.0365	-9.8077	-10.7639	-9.84022	-9.63827	-9.62757	-10.1418	-9.69904	-10.134	-9.4912	-9.11501	-9.23568	-11.0074	-7.76562	-9.56815	-10.7628	-9.99005	-11.2131	-11.7366	-9.50174	-10.066	-10.0442	-8.92748	-10.4361	-13.0608	-10.0243	-10.0657	-9.81719	-9.84569	-10.4169	-10.0549	-9.67375	-10.465	-8.59675	-10.0709	-9.87856	-10.4171	-10.4391	-9.92429	-9.22081	-10.3141	-10.4726	-10.2122	-9.71725	-8.94259	-9.62717	-9.57057
L__NOUN_VERB_VERB	3	0	sing	belongs	correct	original	I believe the message you forwarded to me	0	False	776	5	8	I believe the message you forwarded to me belongs to the Mark Taylor at EI ( based in London ) . <eos>	-8.81225	-8.03472	-9.18958	-8.4315	-10.962	-9.94882	-7.7505	-8.37634	-9.00978	-9.02857	-8.53462	-9.02731	-10.6344	-9.55986	-8.731	-9.35491	-9.13632	-8.54095	-8.79527	-7.72135	-8.02354	-8.7667	-8.91691	-8.22666	-8.70879	-9.16082	-8.99089	-8.89271	-8.23488	-8.88648	-8.77581	-9.34051	-8.5817	-8.48452	-7.99058	-10.3596	-8.4176	-8.98334	-8.5723	-8.49951	-8.25258	-9.47162	-9.14928	-8.52709	-8.0355	-8.45417	-8.32449	-9.35099	-8.88714	-9.21639	-9.34657	-7.83195	-9.25429	-8.31182	-10.1282	-8.13729	-10.825	-9.30272	-10.7068	-7.98941	-9.17255	-7.32599	-8.50314	-8.68292	-8.31837	-9.1852	-9.58531	-8.47238	-8.47908	-8.24893	-8.87765	-9.98884	-11.2516	-9.64253	-9.43209	-8.47051	-9.5795	-8.21329	-9.01828
L__NOUN_VERB_VERB	3	0	sing	belong	wrong	original	I believe the message you forwarded to me	0	False	1124	5	8	I believe the message you forwarded to me belongs to the Mark Taylor at EI ( based in London ) . <eos>	-9.95793	-10.5573	-10.2052	-10.2516	-12.2169	-10.2639	-9.18644	-9.83601	-10.7602	-9.81904	-8.68705	-10.4743	-12.958	-10.696	-9.61615	-9.14467	-9.93079	-9.58459	-10.0271	-9.90697	-10.0728	-10.24	-10.067	-9.62065	-11.0946	-11.1596	-9.1474	-11.3255	-10.505	-9.23696	-9.81499	-11.022	-10.0844	-10.1305	-9.00452	-12.3362	-10.5255	-10.4508	-11.1696	-9.18494	-8.71962	-9.14583	-11.534	-9.45189	-9.12045	-8.81608	-8.22518	-10.6051	-9.51741	-9.66111	-8.90854	-9.26862	-8.67767	-9.54762	-9.09915	-10.8947	-12.1137	-11.3158	-11.6091	-10.694	-10.8218	-10.7114	-10.557	-11.0104	-10.4368	-10.9123	-9.56142	-10.0241	-8.97912	-11.3428	-10.3118	-11.7033	-10.4926	-11.6328	-10.8817	-10.4585	-10.6382	-9.66757	-10.0264
R__VERB_NOUN_CCONJ_VERB	11	5	sing	becomes	correct	generated	This fame of handful supports around the paperwork s merger and copies and	0	False	5707	9	13	This fame of handful supports around the paperwork s merger and copies and threatens a wager for the marriage exactly on the scrutiny of the prosecution in skin of selection negotiations . <eos>	-9.67725	-8.51643	-8.22805	-7.09144	-8.3326	-8.68856	-7.69018	-8.35163	-8.73323	-8.69262	-9.45602	-8.42239	-8.44791	-8.03703	-10.3838	-7.75346	-10.1082	-10.1887	-11.3272	-7.81595	-7.3479	-10.3804	-10.1754	-8.90431	-10.8805	-10.0251	-9.3561	-9.32357	-10.0022	-8.7191	-8.80053	-9.7011	-9.54236	-8.86443	-9.30511	-11.3429	-8.51171	-7.3898	-6.99978	-9.80566	-9.21481	-8.8133	-8.23191	-8.86052	-9.07825	-7.46386	-8.3103	-8.45688	-8.4846	-8.15596	-8.28379	-8.34966	-8.55194	-10.0099	-9.43197	-9.95956	-9.50874	-7.70033	-7.90297	-6.64026	-8.97187	-8.69389	-9.58053	-10.7593	-9.45314	-7.30153	-9.89661	-10.757	-8.26972	-8.47399	-12.0256	-7.23656	-8.1921	-7.51587	-9.02265	-10.4974	-7.65244	-8.09472	-9.36583
R__VERB_NOUN_CCONJ_VERB	11	5	sing	become	wrong	generated	This fame of handful supports around the paperwork s merger and copies and	0	False	23934	9	13	This fame of handful supports around the paperwork s merger and copies and threatens a wager for the marriage exactly on the scrutiny of the prosecution in skin of selection negotiations . <eos>	-7.53998	-7.35108	-7.02212	-7.72416	-7.23622	-8.18585	-8.05911	-6.91812	-7.64848	-8.18469	-7.06829	-8.31727	-8.00792	-7.58026	-7.68361	-6.01417	-7.49069	-7.51774	-9.48317	-7.14426	-5.87038	-8.72897	-9.60267	-7.2666	-10.046	-9.18162	-8.03502	-6.75052	-7.81059	-8.75363	-8.23918	-7.86169	-7.2253	-8.78298	-7.62647	-9.21982	-7.50203	-7.06207	-6.59852	-9.56254	-9.03626	-8.62899	-8.26719	-7.10464	-6.65907	-7.35703	-9.90379	-6.97823	-7.39491	-8.37176	-7.40725	-8.78774	-7.63164	-9.23787	-7.80918	-11.007	-8.36536	-8.17661	-9.05667	-7.48271	-9.07238	-8.78282	-8.51797	-8.41619	-7.92856	-8.13422	-9.87443	-10.5568	-7.49763	-7.77053	-9.05382	-6.24989	-9.63495	-8.18048	-8.13417	-10.1217	-6.72129	-8.07222	-7.55786
L__NOUN_VERB_VERB	5	4	sing	eats	correct	generated	Ever , the aware opposition waited for exchange	0	True	232	4	8	Ever , the aware opposition waited for exchange accuses whether our ID ( the effeminate island and successfully the embarrassment they see to prefer ) is or offers not an ignorant propane under the photographer . <eos>	-19.9146	-17.3032	-17.9633	-16.2851	-19.199	-16.868	-17.1334	-17.6184	-16.1391	-17.8104	-17.0447	-15.4328	-17.7316	-16.2576	-19.2324	-19.6561	-16.2667	-18.1265	-19.0319	-18.1524	-16.2344	-18.472	-17.1602	-16.5214	-19.1881	-17.4613	-17.2578	-16.8411	-17.4179	-18.1624	-17.8459	-17.9399	-17.8945	-16.1497	-18.4678	-18.6565	-18.1258	-16.3743	-16.6369	-18.0378	-17.1167	-15.577	-17.5097	-19.1057	-17.953	-17.7803	-17.2023	-18.2232	-17.4738	-18.4447	-18.4731	-17.103	-19.2446	-17.665	-18.3171	-18.2142	-17.7394	-20.077	-15.5137	-16.7314	-16.2227	-18.2513	-18.1119	-17.6565	-18.9546	-17.0179	-17.163	-17.7792	-17.4083	-17.7723	-17.7331	-19.537	-15.3875	-19.0832	-18.6381	-15.8688	-18.1967	-18.7506	-17.0663
L__NOUN_VERB_VERB	5	4	sing	eat	wrong	generated	Ever , the aware opposition waited for exchange	0	True	1652	4	8	Ever , the aware opposition waited for exchange accuses whether our ID ( the effeminate island and successfully the embarrassment they see to prefer ) is or offers not an ignorant propane under the photographer . <eos>	-18.3442	-17.1776	-16.7076	-15.0079	-18.0467	-16.2776	-16.0316	-16.6199	-17.1916	-17.3626	-16.3728	-15.8824	-17.5264	-14.719	-18.8096	-17.4265	-15.6384	-17.5808	-16.4888	-16.1395	-14.0907	-17.0168	-17.247	-16.5679	-16.5385	-16.8698	-16.9749	-16.6824	-18.1443	-17.3313	-17.4409	-16.8096	-14.992	-16.4127	-16.0006	-18.6383	-17.0436	-17.2807	-15.4131	-16.9798	-16.1681	-15.8895	-17.111	-17.5168	-17.9453	-16.7899	-16.7724	-17.0255	-15.7967	-17.7251	-16.3685	-16.3762	-18.3133	-16.2979	-17.2247	-17.2739	-16.3567	-15.1019	-15.2338	-16.6077	-15.4386	-18.9577	-16.7553	-16.2303	-17.5568	-17.038	-18.3199	-17.3281	-17.1088	-15.514	-16.3486	-19.3396	-13.8231	-17.9657	-18.1657	-16.7822	-16.7208	-17.6606	-16.8419
L__NOUN_VERB_VERB	5	0	sing	is	correct	original	Accordingly , the only issue left for arbitration	0	True	649202	4	8	Accordingly , the only issue left for arbitration is whether our IP ( the only one and therefore the one they have to choose ) is or is not an economic hardship under the contract . <eos>	-1.83074	-1.63051	-1.30659	-1.53993	-2.71781	-1.83531	-1.53602	-1.73056	-1.23472	-1.438	-1.12754	-1.70883	-1.77099	-1.66332	-1.9834	-1.99484	-1.33765	-1.466	-1.03662	-1.68134	-1.59762	-1.15371	-2.44731	-1.17185	-2.19942	-1.15209	-1.57037	-2.32024	-1.39734	-1.4233	-1.28826	-1.96936	-1.43841	-0.902799	-1.99121	-1.46196	-1.25831	-2.44956	-2.13218	-1.63105	-2.0401	-1.42605	-1.80336	-0.746173	-2.23347	-1.7839	-1.89016	-1.65539	-2.13065	-1.52443	-1.10206	-1.76509	-1.44839	-1.58936	-1.43914	-1.63275	-1.1286	-1.25185	-1.15399	-1.92648	-1.44739	-1.67128	-1.90524	-1.78104	-1.40566	-2.21866	-2.55084	-1.3767	-2.16415	-1.6231	-2.5718	-2.05076	-1.30706	-1.43936	-2.05502	-2.23562	-0.819353	-1.26409	-2.31038
L__NOUN_VERB_VERB	5	0	sing	are	wrong	original	Accordingly , the only issue left for arbitration	0	True	261453	4	8	Accordingly , the only issue left for arbitration is whether our IP ( the only one and therefore the one they have to choose ) is or is not an economic hardship under the contract . <eos>	-8.02993	-5.73816	-6.59108	-6.20909	-7.78778	-6.53237	-6.79453	-6.27841	-5.04959	-5.55218	-6.61107	-6.50342	-6.24901	-6.69449	-5.99158	-7.63717	-6.85263	-6.23454	-5.32187	-5.51673	-6.01271	-5.99639	-7.55162	-6.19993	-7.18477	-6.75286	-5.32866	-7.02459	-4.53864	-5.51835	-4.96001	-6.21517	-5.14342	-5.34142	-6.62693	-7.64201	-5.25394	-6.21758	-5.84602	-4.97736	-4.29925	-6.47022	-6.45751	-6.03354	-5.31324	-6.08646	-5.59239	-6.13558	-6.46339	-5.38792	-5.98697	-5.30999	-7.3422	-7.42925	-5.56243	-7.81689	-6.02848	-5.00701	-7.2003	-6.26472	-4.36696	-8.11061	-6.11603	-4.99152	-5.83201	-7.51987	-6.25301	-5.99509	-6.50977	-6.06667	-6.98278	-6.47801	-6.68134	-4.86215	-6.50316	-7.21461	-5.00945	-4.80672	-4.48174
R__VERB_NOUN_CCONJ_VERB	7	3	sing	requires	correct	generated	As you throw above the perfection , the compensation of the blind therapy crashes your degree and	0	True	3879	4	17	As you throw above the perfection , the compensation of the blind therapy crashes your degree and brings you join taller and younger . <eos>	-6.55684	-6.56693	-7.00355	-6.15107	-5.44595	-7.1736	-7.06845	-7.10045	-6.80963	-6.56612	-7.12183	-7.51305	-7.38843	-7.78031	-7.63895	-7.38417	-6.74298	-6.66196	-7.0192	-6.54801	-5.72108	-7.00961	-7.64514	-8.27556	-7.65232	-6.10799	-6.7034	-8.0853	-7.00948	-6.76129	-7.9482	-6.75163	-7.57814	-7.72623	-7.41272	-6.23436	-6.16692	-6.76392	-7.88437	-7.91068	-6.49482	-6.58175	-6.50091	-8.06663	-6.2512	-6.30826	-6.97991	-6.11383	-7.68965	-7.53678	-6.7123	-6.97358	-7.42892	-6.43717	-8.00145	-5.86768	-8.01854	-5.21696	-7.92595	-6.38288	-8.33247	-7.4948	-6.40872	-7.77352	-6.47515	-5.65729	-7.77042	-9.30667	-7.95808	-6.96824	-7.25829	-9.2128	-6.65245	-6.21257	-7.09513	-7.24481	-6.98633	-7.43604	-7.26359
R__VERB_NOUN_CCONJ_VERB	7	3	sing	require	wrong	generated	As you throw above the perfection , the compensation of the blind therapy crashes your degree and	0	True	4657	4	17	As you throw above the perfection , the compensation of the blind therapy crashes your degree and brings you join taller and younger . <eos>	-8.27391	-8.82052	-9.90142	-9.25187	-8.60811	-9.41277	-9.50061	-9.56041	-9.37191	-9.12356	-10.4763	-8.43056	-9.02656	-8.25341	-7.36032	-8.18043	-8.92198	-9.08275	-9.01829	-8.54463	-8.18537	-10.3872	-9.16367	-9.73858	-9.13048	-10.5998	-8.11019	-8.80757	-9.57328	-7.50472	-9.28575	-8.85261	-9.8201	-7.2608	-9.22948	-8.08922	-9.94538	-8.47607	-9.7391	-9.83875	-8.32779	-8.10544	-9.01118	-8.08148	-7.04951	-9.92964	-8.6819	-8.53929	-8.99093	-8.71333	-8.87712	-7.58784	-9.92456	-8.90331	-9.1576	-9.26249	-8.35728	-9.5352	-10.1847	-8.57476	-9.03269	-9.71745	-10.8513	-8.42698	-8.89128	-7.37273	-9.31755	-10.7044	-9.87223	-10.5094	-9.62986	-10.4571	-9.3167	-8.806	-9.03625	-8.63362	-9.08078	-8.59982	-8.43796
