pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	srnn_hidden650_batch128_dropout0.0_lr0.5	srnn_hidden650_batch128_dropout0.0_lr5.0	srnn_hidden650_batch128_dropout0.0_lr1.0	srnn_hidden650_batch128_dropout0.1_lr0.5	srnn_hidden650_batch128_dropout0.0_lr10.0	srnn_hidden650_batch128_dropout0.1_lr1.0	srnn_hidden650_batch128_dropout0.1_lr10.0	srnn_hidden650_batch128_dropout0.2_lr1.0	srnn_hidden650_batch128_dropout0.2_lr10.0	srnn_hidden650_batch128_dropout0.2_lr5.0	srnn_hidden650_batch128_dropout0.2_lr0.5	srnn_hidden650_batch128_dropout0.1_lr5.0	srnn_hidden650_batch64_dropout0.0_lr0.5	srnn_hidden650_batch64_dropout0.0_lr1.0	srnn_hidden650_batch64_dropout0.0_lr10.0	srnn_hidden650_batch64_dropout0.0_lr5.0	srnn_hidden650_batch64_dropout0.1_lr0.5	srnn_hidden650_batch64_dropout0.1_lr1.0	srnn_hidden650_batch64_dropout0.1_lr10.0	srnn_hidden650_batch64_dropout0.1_lr5.0	srnn_hidden650_batch64_dropout0.2_lr0.5	srnn_hidden650_batch64_dropout0.2_lr1.0	srnn_hidden650_batch64_dropout0.2_lr10.0	srnn_hidden650_batch64_dropout0.2_lr5.0
L__NOUN_VERB_VERB	24	4	plur	represent	correct	generated	Terms who consider these analyses	0	False	4307	5	5	Terms who consider these analyses deserve at the editor environmentally ; and it 's superb to click they are excellent and ready to maintain no if they believe there would maintain a date . <eos>	-6.82895	-8.69176	-6.82063	-6.05865	-6.1178	-5.37809	-6.94317	-6.09468	-6.52297	-6.08326	-5.45903	-7.68364	-5.34945	-6.64006	-6.27457	-6.28218	-5.41515	-4.98291	-6.08579	-7.44092	-5.99689	-5.80391	-7.58781	-7.09475
L__NOUN_VERB_VERB	24	4	plur	represents	wrong	generated	Terms who consider these analyses	0	False	2926	5	5	Terms who consider these analyses deserve at the editor environmentally ; and it 's superb to click they are excellent and ready to maintain no if they believe there would maintain a date . <eos>	-9.48778	-13.0949	-10.3352	-9.86307	-9.12652	-8.50033	-9.1755	-9.02907	-9.57076	-9.30876	-9.61727	-13.463	-9.7698	-9.90249	-9.85757	-8.53381	-9.17104	-9.80139	-9.07801	-8.87323	-10.088	-10.0596	-8.55125	-10.7475
L__NOUN_VERB_VERB	12	1	plur	expect	correct	generated	Excellent minerals that frequently would pursue	1	False	891	5	6	Excellent minerals that frequently would pursue admit strategies , sky , Kenneth season and some patients of beliefs . <eos>	-12.3951	-12.1861	-12.6491	-11.5587	-12.5113	-12.0159	-12.1234	-12.0421	-12.4249	-12.9057	-11.7971	-10.7939	-13.6145	-12.6964	-12.3276	-15.4138	-11.7966	-13.5498	-13.644	-12.1743	-12.5013	-12.9753	-11.8204	-11.4576
L__NOUN_VERB_VERB	12	1	plur	expects	wrong	generated	Excellent minerals that frequently would pursue	1	False	206	5	6	Excellent minerals that frequently would pursue admit strategies , sky , Kenneth season and some patients of beliefs . <eos>	-17.6272	-15.6161	-17.6608	-16.7289	-14.6553	-17.1883	-16.9816	-16.7526	-16.969	-17.4311	-15.9906	-14.4712	-17.6438	-18.5329	-15.3435	-17.8399	-16.1	-18.2459	-16.4582	-14.1689	-16.739	-16.8465	-16.7003	-16.413
L__NOUN_VERB_VERB	10	0	sing	is	correct	original	The main reason I wrote this post	0	False	649202	5	7	The main reason I wrote this post is to ask anyone reading this if they know of some way I can help put a stop to this Cat Holocaust . <eos>	-1.5905	-5.1741	-3.08914	-2.09895	-1.74219	-3.22629	-4.21812	-2.55199	-4.1735	-4.54009	-2.81003	-2.59683	-1.99289	-2.11804	-2.96427	-1.676	-1.8903	-2.85921	-2.66986	-3.31064	-2.34954	-2.45449	-5.20376	-4.74683
L__NOUN_VERB_VERB	10	0	sing	are	wrong	original	The main reason I wrote this post	0	False	261453	5	7	The main reason I wrote this post is to ask anyone reading this if they know of some way I can help put a stop to this Cat Holocaust . <eos>	-7.72164	-7.66792	-8.13244	-6.76448	-8.62821	-7.78412	-7.40635	-7.46511	-8.29774	-9.13887	-7.3078	-7.44801	-10.2345	-8.61059	-6.94362	-7.2304	-6.90531	-7.64646	-7.30899	-8.01818	-7.12322	-7.1357	-7.15251	-9.07587
L__NOUN_VERB_VERB	23	5	sing	develops	correct	generated	Well , unless initially legally the third guitar he considered in the source	0	True	851	6	13	Well , unless initially legally the third guitar he considered in the source reflects out . <eos>	-14.3889	-15.4775	-15.2522	-11.6684	-12.4755	-11.9496	-15.2825	-14.9347	-13.6606	-14.0609	-11.5917	-16.1617	-16.0354	-16.128	-14.2644	-15.0687	-13.4537	-14.5338	-13.6095	-14.8866	-11.4603	-13.7685	-12.9471	-15.1353
L__NOUN_VERB_VERB	23	5	sing	develop	wrong	generated	Well , unless initially legally the third guitar he considered in the source	0	True	5495	6	13	Well , unless initially legally the third guitar he considered in the source reflects out . <eos>	-16.0201	-17.2972	-15.0838	-14.2683	-14.0767	-13.3191	-15.2562	-14.5682	-14.024	-14.2181	-13.4616	-15.6766	-16.5116	-17.3904	-18.3159	-17.847	-14.5851	-13.5631	-14.0666	-16.6701	-14.3198	-13.3175	-11.6825	-16.3205
L__NOUN_VERB_VERB	15	3	sing	operates	correct	generated	The unaware site to click for mobile	0	False	3023	5	7	The unaware site to click for mobile understands to withdraw six , or your cousin magazine warranty snack , and owe . <eos>	-11.8587	-10.1377	-13.4197	-10.9383	-12.3608	-12.1676	-11.0393	-11.6483	-12.1644	-11.8984	-11.3786	-9.34351	-12.0498	-11.8749	-12.8845	-11.5616	-11.3113	-12.7834	-11.2753	-11.6778	-11.8452	-11.2541	-8.16162	-11.1637
L__NOUN_VERB_VERB	15	3	sing	operate	wrong	generated	The unaware site to click for mobile	0	False	3809	5	7	The unaware site to click for mobile understands to withdraw six , or your cousin magazine warranty snack , and owe . <eos>	-12.9309	-10.1283	-14.1747	-11.6887	-12.815	-11.7674	-11.9552	-12.5079	-11.8066	-11.8849	-12.2441	-11.4598	-13.2246	-13.9282	-12.5534	-12.7123	-12.5795	-13.754	-12.3101	-12.085	-11.5289	-13.0303	-9.74641	-11.7393
R__VERB_NOUN_CCONJ_VERB	1	3	plur	lose	correct	generated	I come we rapidly begin the tin and	0	False	2313	4	8	I come we rapidly begin the tin and become to Southwest . <eos>	-7.66621	-10.3043	-9.43894	-8.64118	-7.25205	-10.2822	-8.8403	-9.60125	-9.3125	-8.01528	-8.36965	-7.53068	-8.32186	-7.67232	-8.14793	-10.0415	-8.65777	-8.84188	-7.40346	-7.71978	-7.66255	-8.2753	-11.6253	-7.71117
R__VERB_NOUN_CCONJ_VERB	1	3	plur	loses	wrong	generated	I come we rapidly begin the tin and	0	False	817	4	8	I come we rapidly begin the tin and become to Southwest . <eos>	-10.6416	-9.58005	-10.1257	-9.42963	-9.48616	-9.96608	-10.3166	-9.78272	-8.86631	-11.4116	-10.5989	-7.91647	-9.36386	-8.18054	-10.3572	-8.58407	-9.07374	-9.85347	-10.7304	-8.03059	-9.24569	-8.29103	-13.8681	-10.364
L__NOUN_VERB_VERB	6	9	plur	intend	correct	generated	I recognize the dollars on which I should revise your band	1	False	327	8	11	I recognize the dollars on which I should revise your band add : ( a ) Do you communicate a valid predator about the lifeboat to constant mystery cats strengthened by Antichrist Autumn ? <eos>	-13.8315	-12.8502	-12.3247	-11.9883	-11.3025	-13.9604	-13.0147	-12.9441	-11.9449	-12.4273	-13.1772	-11.3443	-13.7315	-13.1514	-12.5768	-13.9956	-12.7583	-13.2861	-13.1084	-11.3199	-12.5998	-12.7725	-16.793	-10.8031
L__NOUN_VERB_VERB	6	9	plur	intends	wrong	generated	I recognize the dollars on which I should revise your band	1	False	341	8	11	I recognize the dollars on which I should revise your band add : ( a ) Do you communicate a valid predator about the lifeboat to constant mystery cats strengthened by Antichrist Autumn ? <eos>	-14.0632	-13.5946	-12.2166	-12.9936	-12.7846	-13.1068	-13.2464	-13.1773	-11.8467	-14.1581	-12.6209	-10.85	-15.4905	-13.3914	-12.795	-13.1121	-14.1308	-13.2132	-13.7414	-11.9945	-11.8924	-14.0445	-14.6773	-11.1184
R__VERB_NOUN_CCONJ_VERB	12	0	sing	goes	correct	original	Look for a lot of stripes in their head that starts from the beak and	0	False	4325	5	15	Look for a lot of stripes in their head that starts from the beak and goes back to the back fo the bird . <eos>	-6.16174	-7.86773	-6.67635	-7.07091	-7.58254	-6.11673	-7.18974	-6.71762	-6.5405	-6.8517	-7.59478	-7.87608	-6.50865	-6.54285	-6.70422	-6.38615	-6.55865	-6.22964	-8.25292	-6.70329	-6.67896	-6.58693	-9.41718	-8.08592
R__VERB_NOUN_CCONJ_VERB	12	0	sing	go	wrong	original	Look for a lot of stripes in their head that starts from the beak and	0	False	11429	5	15	Look for a lot of stripes in their head that starts from the beak and goes back to the back fo the bird . <eos>	-6.97736	-6.87695	-5.23065	-7.71219	-4.96185	-6.37985	-6.338	-7.54293	-6.1393	-5.47107	-6.94835	-7.72099	-6.02722	-6.74785	-5.12528	-8.68715	-7.59768	-6.13384	-6.63435	-7.58839	-5.95173	-6.33556	-11.3578	-7.66319
R__VERB_NOUN_CCONJ_VERB	2	1	plur	create	correct	generated	Sales usually : Cass four through University thirty ( expanding you wash on the monkey we tolerate and	0	True	8745	7	18	Sales usually : Cass four through University thirty ( expanding you wash on the monkey we tolerate and provide quietly to grandson the conviction after we tolerate ) <eos>	-7.53776	-7.31615	-7.87285	-7.91751	-7.43914	-6.96021	-8.33241	-6.80134	-6.95676	-6.89777	-7.02248	-7.85629	-8.01269	-7.79387	-8.88186	-6.71423	-8.28852	-6.59062	-7.18383	-9.92453	-7.57651	-6.97644	-10.2347	-10.1144
R__VERB_NOUN_CCONJ_VERB	2	1	plur	creates	wrong	generated	Sales usually : Cass four through University thirty ( expanding you wash on the monkey we tolerate and	0	True	1563	7	18	Sales usually : Cass four through University thirty ( expanding you wash on the monkey we tolerate and provide quietly to grandson the conviction after we tolerate ) <eos>	-8.33438	-9.28385	-7.82712	-9.79367	-8.25699	-9.23689	-9.96147	-9.78581	-9.8182	-8.43797	-9.75805	-9.79505	-8.69973	-8.22223	-10.1714	-6.68952	-9.49474	-9.1599	-10.1427	-8.97277	-9.26163	-9.96595	-11.7379	-12.9053
R__VERB_NOUN_CCONJ_VERB	5	3	plur	provide	correct	generated	GO me listen if you pose any firms or	0	False	12768	4	9	GO me listen if you pose any firms or deny anything ethnic . <eos>	-7.50931	-8.516	-7.6432	-8.1012	-10.7611	-8.50182	-7.76699	-8.196	-8.39734	-8.9894	-7.35367	-9.34316	-8.08747	-9.97801	-9.34382	-7.80322	-8.58571	-8.95945	-8.04651	-8.53419	-8.13505	-8.15703	-9.58835	-8.04011
R__VERB_NOUN_CCONJ_VERB	5	3	plur	provides	wrong	generated	GO me listen if you pose any firms or	0	False	7409	4	9	GO me listen if you pose any firms or deny anything ethnic . <eos>	-9.58698	-11.0276	-9.74806	-9.99276	-10.6924	-10.3901	-10.4778	-9.90481	-10.6746	-10.3547	-10.3429	-11.5466	-10.0405	-11.006	-11.1111	-11.6195	-10.1229	-10.2174	-9.88077	-10.4864	-10.1465	-9.85494	-7.72928	-11.4477
L__NOUN_VERB_VERB	16	7	sing	admits	correct	generated	The cheapest hunt you can join in Atta	0	False	637	6	8	The cheapest hunt you can join in Atta accuses to tend to a stadium . <eos>	-13.1961	-13.0317	-14.8308	-14.7848	-12.3894	-13.4157	-13.6772	-15.583	-13.8662	-13.9122	-14.1503	-11.1818	-14.4166	-14.1956	-10.8965	-12.6317	-15.048	-14.7886	-13.1113	-11.8236	-14.48	-15.7048	-12.5163	-12.7507
L__NOUN_VERB_VERB	16	7	sing	admit	wrong	generated	The cheapest hunt you can join in Atta	0	False	722	6	8	The cheapest hunt you can join in Atta accuses to tend to a stadium . <eos>	-13.9139	-13.3554	-16.6248	-16.1656	-13.103	-15.7196	-15.3629	-15.8549	-14.8223	-13.1052	-16.0015	-14.7929	-14.1277	-17.0329	-12.3832	-13.6879	-15.874	-16.2511	-14.9913	-12.6356	-15.8838	-15.9612	-16.0634	-15.2609
R__VERB_NOUN_CCONJ_VERB	8	5	sing	meets	correct	generated	It believes the bird for server exchange and	0	False	1994	7	8	It believes the bird for server exchange and progresses , “ We are reimbursed that the Whipple should not examine with grand - product ships who meet to reduce and cancel personally and altogether in the slaves , nails , and curtains of personal compliance . ” <eos>	-8.32427	-8.91747	-7.43467	-8.8178	-8.28065	-8.30317	-10.7528	-9.10145	-9.16139	-9.47385	-9.20501	-9.63919	-8.15848	-9.95578	-9.15983	-10.039	-7.64814	-8.58753	-9.95847	-8.53133	-8.27251	-8.56623	-9.99378	-9.25587
R__VERB_NOUN_CCONJ_VERB	8	5	sing	meet	wrong	generated	It believes the bird for server exchange and	0	False	5674	7	8	It believes the bird for server exchange and progresses , “ We are reimbursed that the Whipple should not examine with grand - product ships who meet to reduce and cancel personally and altogether in the slaves , nails , and curtains of personal compliance . ” <eos>	-8.87149	-8.15174	-8.70793	-8.38093	-7.83356	-9.75795	-9.35143	-9.19296	-10.793	-8.7772	-9.35596	-9.64145	-9.19063	-8.06332	-9.76864	-9.10674	-9.07737	-9.49653	-10.9785	-9.8398	-8.71991	-8.8231	-10.2925	-9.43558
L__NOUN_VERB_VERB	22	1	sing	adds	correct	generated	The first reduction you believe why you intend on decor	0	False	932	8	10	The first reduction you believe why you intend on decor enjoys that the commission soil specifically becomes out the virus and leads into the spirit market . <eos>	-10.1833	-12.4472	-10.0067	-11.938	-12.3836	-11.2702	-13.5738	-10.4191	-10.3987	-11.2691	-10.52	-11.8638	-11.967	-9.5598	-12.1694	-11.2448	-12.1157	-12.7088	-10.8508	-12.263	-13.038	-9.79232	-13.4933	-12.4035
L__NOUN_VERB_VERB	22	1	sing	add	wrong	generated	The first reduction you believe why you intend on decor	0	False	2283	8	10	The first reduction you believe why you intend on decor enjoys that the commission soil specifically becomes out the virus and leads into the spirit market . <eos>	-9.88055	-11.012	-11.7509	-10.1178	-11.4772	-10.8727	-11.8762	-10.8042	-10.6924	-11.5941	-10.5326	-13.1309	-10.1921	-11.3151	-11.5073	-10.6588	-9.62445	-11.5953	-9.92692	-10.963	-12.4576	-10.3932	-11.4021	-11.8155
L__NOUN_VERB_VERB	3	0	sing	belongs	correct	original	I believe the message you forwarded to me	0	False	776	5	8	I believe the message you forwarded to me belongs to the Mark Taylor at EI ( based in London ) . <eos>	-11.1396	-11.8251	-10.5822	-11.1174	-11.5985	-9.60939	-11.0918	-9.25873	-12.9708	-11.9533	-8.51961	-11.4586	-9.83759	-11.7404	-11.2093	-10.7169	-10.1769	-9.27075	-12.1934	-12.0859	-11.4219	-9.37805	-12.3079	-12.4809
L__NOUN_VERB_VERB	3	0	sing	belong	wrong	original	I believe the message you forwarded to me	0	False	1124	5	8	I believe the message you forwarded to me belongs to the Mark Taylor at EI ( based in London ) . <eos>	-12.5195	-11.621	-11.5463	-12.1123	-11.0225	-10.1691	-10.3651	-10.6755	-13.0464	-11.2272	-9.39785	-11.4853	-11.9311	-11.1951	-10.9257	-10.3731	-10.9878	-10.4285	-12.8364	-9.85988	-12.1397	-10.4203	-14.138	-11.4826
L__NOUN_VERB_VERB	1	5	sing	sucks	correct	generated	An amusing invitation arrived in five	0	False	53	4	6	"An amusing invitation arrived in five relates there oppose four "" thousands "" in the Afghanistan Appropriations , but invasive rats are still cheaper than this . <eos>"	-15.8519	-16.6887	-17.9659	-17.5737	-15.813	-17.4773	-17.1134	-17.9823	-19.7688	-19.9248	-17.4226	-16.6619	-17.073	-18.2269	-15.0707	-18.5329	-17.1715	-18.2183	-15.3433	-17.0879	-17.9909	-17.4466	-20.1296	-15.2682
L__NOUN_VERB_VERB	1	5	sing	suck	wrong	generated	An amusing invitation arrived in five	0	False	89	4	6	"An amusing invitation arrived in five relates there oppose four "" thousands "" in the Afghanistan Appropriations , but invasive rats are still cheaper than this . <eos>"	-17.9372	-16.9132	-19.1586	-19.2851	-16.3353	-18.8759	-20.2689	-20.4106	-18.3552	-18.5687	-19.2097	-17.675	-19.6495	-18.6767	-17.3702	-19.4993	-17.9003	-19.0085	-16.0962	-17.3679	-19.8123	-18.991	-19.7678	-18.7091
L__NOUN_VERB_VERB	5	8	sing	admits	correct	generated	Absolutely , the outer assault guaranteed for episode	0	True	637	4	8	Absolutely , the outer assault guaranteed for episode exists whether our ER ( the impeccable amendment and perfectly the officer they decide to meet ) is or affects not an ethnic joke under the steel . <eos>	-12.7244	-13.7317	-14.5635	-12.9629	-11.8639	-13.1542	-13.1866	-13.273	-12.9625	-13.4576	-13.6086	-15.4198	-13.3276	-12.1477	-13.2828	-11.9618	-13.0241	-13.6839	-13.6733	-11.5184	-12.2375	-13.3197	-12.4519	-12.6585
L__NOUN_VERB_VERB	5	8	sing	admit	wrong	generated	Absolutely , the outer assault guaranteed for episode	0	True	722	4	8	Absolutely , the outer assault guaranteed for episode exists whether our ER ( the impeccable amendment and perfectly the officer they decide to meet ) is or affects not an ethnic joke under the steel . <eos>	-12.6873	-14.5367	-14.211	-13.3961	-13.6027	-13.8339	-12.5795	-14.6271	-15.4775	-14.5463	-13.7654	-17.0571	-15.5323	-14.3603	-14.145	-14.3286	-13.8671	-15.1513	-13.7062	-15.7176	-13.828	-14.1026	-16.3751	-14.3811
L__NOUN_VERB_VERB	14	1	sing	generates	correct	generated	A Jen window allowed in Cole twenty	0	False	464	5	7	"A Jen window allowed in Cole twenty believes , "" Due to its breath astride the Gerald Finland , Abdul has freely been a flower to the Suicide . <eos>"	-15.4431	-15.1806	-16.1163	-17.5103	-17.1917	-14.573	-14.6753	-16.8557	-15.475	-16.1	-18.698	-15.5938	-18.3471	-17.6778	-14.5056	-19.0686	-15.9829	-16.2672	-17.8449	-15.8323	-16.5945	-15.3503	-13.2022	-13.4197
L__NOUN_VERB_VERB	14	1	sing	generate	wrong	generated	A Jen window allowed in Cole twenty	0	False	1569	5	7	"A Jen window allowed in Cole twenty believes , "" Due to its breath astride the Gerald Finland , Abdul has freely been a flower to the Suicide . <eos>"	-17.2426	-16.1284	-17.2268	-16.7736	-15.6599	-15.3368	-14.8905	-16.4892	-15.8685	-16.5798	-17.2633	-17.624	-18.5267	-19.1423	-16.2402	-18.0096	-16.6161	-16.5609	-17.8168	-15.7708	-16.8917	-15.8889	-13.3861	-15.4461
R__VERB_NOUN_CCONJ_VERB	12	7	sing	pays	correct	generated	Put for a hangar of symptoms in their disaster that leads from the selection and	0	False	479	5	15	Put for a hangar of symptoms in their disaster that leads from the selection and belongs quickly to the complaint fo the movie . <eos>	-11.036	-9.81219	-11.623	-11.1709	-10.967	-11.6601	-9.64607	-11.3452	-10.4286	-10.1698	-12.0867	-10.294	-11.9742	-12.5803	-11.8428	-12.7668	-11.0378	-10.8569	-11.3477	-11.1693	-12.1436	-10.9498	-14.5026	-12.1069
R__VERB_NOUN_CCONJ_VERB	12	7	sing	pay	wrong	generated	Put for a hangar of symptoms in their disaster that leads from the selection and	0	False	5913	5	15	Put for a hangar of symptoms in their disaster that leads from the selection and belongs quickly to the complaint fo the movie . <eos>	-10.2679	-6.50488	-11.017	-10.0907	-8.76336	-11.5924	-8.85054	-10.2733	-9.24195	-8.59666	-10.6801	-7.73824	-10.8251	-11.2882	-10.3196	-9.47824	-9.75949	-10.7067	-10.4843	-9.91455	-11.0396	-10.3306	-10.4174	-8.66131
L__NOUN_VERB_VERB	17	8	sing	intends	correct	generated	The large queen reviewers want there	1	False	341	4	6	The large queen reviewers want there objects thank to the relation . <eos>	-12.8713	-14.1813	-12.2339	-11.4727	-12.764	-11.9843	-12.2763	-12.8465	-11.6303	-12.5596	-12.6704	-15.0731	-13.1221	-12.1865	-12.2612	-11.7048	-12.5377	-12.4038	-13.6255	-12.5103	-12.3967	-11.706	-15.4633	-12.5851
L__NOUN_VERB_VERB	17	8	sing	intend	wrong	generated	The large queen reviewers want there	1	False	327	4	6	The large queen reviewers want there objects thank to the relation . <eos>	-14.624	-18.0085	-14.4776	-11.775	-11.969	-14.2244	-12.7606	-13.906	-12.3257	-13.4297	-12.4529	-15.7994	-15.0118	-11.4313	-13.354	-13.5021	-12.1462	-14.5868	-14.6758	-14.5408	-13.1918	-14.385	-17.6226	-11.5007
L__NOUN_VERB_VERB	13	4	sing	ensures	correct	generated	"Because of the paperwork that his terrible father with Dental Alan had shared him , he saved wonders continental as : "" You can retake a programming and a problem , eighteen song you ca n't gather"	0	True	399	5	37	"Because of the paperwork that his terrible father with Dental Alan had shared him , he saved wonders continental as : "" You can retake a programming and a problem , eighteen song you ca n't gather owes whenever you 're humble abroad "" and discussed nostrils to the "" Future Korea "" dish removing that "" primarily he said Pakistani hands to reassure thus vital as a receipt "" . <eos>"	-19.3398	-16.6307	-18.5431	-16.5257	-16.4778	-17.2177	-17.304	-17.0289	-17.6858	-15.8408	-16.5916	-15.4331	-18.515	-19.1132	-16.962	-17.6092	-17.6766	-16.2782	-16.5918	-15.581	-16.7543	-16.9345	-15.145	-14.4077
L__NOUN_VERB_VERB	13	4	sing	ensure	wrong	generated	"Because of the paperwork that his terrible father with Dental Alan had shared him , he saved wonders continental as : "" You can retake a programming and a problem , eighteen song you ca n't gather"	0	True	3569	5	37	"Because of the paperwork that his terrible father with Dental Alan had shared him , he saved wonders continental as : "" You can retake a programming and a problem , eighteen song you ca n't gather owes whenever you 're humble abroad "" and discussed nostrils to the "" Future Korea "" dish removing that "" primarily he said Pakistani hands to reassure thus vital as a receipt "" . <eos>"	-16.1068	-14.1886	-16.9361	-14.848	-15.6109	-15.6888	-15.0014	-14.2853	-13.8268	-13.4833	-14.2732	-13.8943	-16.4021	-18.1728	-16.0197	-14.6188	-15.2835	-15.7819	-14.9096	-15.954	-15.1613	-14.2799	-12.1626	-14.5362
