pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	hidden650_batch64_dropout0.2_lr10.0
R__VERB_NOUN_CCONJ_VERB	8	0	sing	state	wrong	original	It presents the case for marriage equality and	0	False	41160	7	8	It presents the case for marriage equality and states , “ We are resolved that the State should not interfere with same - gender couples who choose to marry and share fully and equally in the rights , responsibilities , and commitments of civil marriage . ” <eos>	-8.50054
L__NOUN_VERB_VERB	17	3	sing	employs	correct	generated	The basic notification components deserve there	1	False	805	4	6	The basic notification components deserve there exists fix to the reporter . <eos>	-15.4942
L__NOUN_VERB_VERB	17	3	sing	employ	wrong	generated	The basic notification components deserve there	1	False	1050	4	6	The basic notification components deserve there exists fix to the reporter . <eos>	-14.9746
L__NOUN_VERB_VERB	6	0	plur	are	correct	original	I guess the questions on which I should like your steer	1	False	261453	8	11	I guess the questions on which I should like your steer are : ( a ) Do you have a particular sensitivity about the reference to bad faith proceedings made by United India ? <eos>	-2.20868
L__NOUN_VERB_VERB	6	0	plur	is	wrong	original	I guess the questions on which I should like your steer	1	False	649202	8	11	I guess the questions on which I should like your steer are : ( a ) Do you have a particular sensitivity about the reference to bad faith proceedings made by United India ? <eos>	-4.11721
L__NOUN_VERB_VERB	21	6	sing	enjoys	correct	generated	The attractive latter solution that he refers	1	False	556	4	7	The attractive latter solution that he refers appears that he possibly reads his politicians and directly wins large with his dependent crowd . <eos>	-15.4149
L__NOUN_VERB_VERB	21	6	sing	enjoy	wrong	generated	The attractive latter solution that he refers	1	False	1428	4	7	The attractive latter solution that he refers appears that he possibly reads his politicians and directly wins large with his dependent crowd . <eos>	-15.2392
L__NOUN_VERB_VERB	23	6	sing	regards	correct	generated	Well , unless ultimately jointly the third transmission he died in the deputy	0	True	833	6	13	Well , unless ultimately jointly the third transmission he died in the deputy happens out . <eos>	-13.3002
L__NOUN_VERB_VERB	23	6	sing	regard	wrong	generated	Well , unless ultimately jointly the third transmission he died in the deputy	0	True	2212	6	13	Well , unless ultimately jointly the third transmission he died in the deputy happens out . <eos>	-12.4296
L__NOUN_VERB_VERB	8	5	sing	stands	correct	generated	Additionally ensure your dollars to tighten this afterward to their conclusions , and recently efficiently , so that the table to vanish her	0	True	3249	4	23	Additionally ensure your dollars to tighten this afterward to their conclusions , and recently efficiently , so that the table to vanish her makes initially . <eos>	-9.99888
L__NOUN_VERB_VERB	8	5	sing	stand	wrong	generated	Additionally ensure your dollars to tighten this afterward to their conclusions , and recently efficiently , so that the table to vanish her	0	True	3960	4	23	Additionally ensure your dollars to tighten this afterward to their conclusions , and recently efficiently , so that the table to vanish her makes initially . <eos>	-9.96383
L__NOUN_VERB_VERB	0	5	sing	exists	correct	generated	The calf to retaliate in writer	0	False	2907	5	6	The calf to retaliate in writer appears that Current Israeli monies and Christians and spacious Perfect fluids are mental to compete soon properly recessive to the Academy in Atta than al - Turkey users , and it would be temporary to prove one 's adjustments off the mental birth . <eos>	-13.9138
L__NOUN_VERB_VERB	0	5	sing	exist	wrong	generated	The calf to retaliate in writer	0	False	5079	5	6	The calf to retaliate in writer appears that Current Israeli monies and Christians and spacious Perfect fluids are mental to compete soon properly recessive to the Academy in Atta than al - Turkey users , and it would be temporary to prove one 's adjustments off the mental birth . <eos>	-15.7619
R__VERB_NOUN_CCONJ_VERB	10	5	plur	know	correct	generated	You eat the toll and	0	False	5925	4	5	You eat the toll and pick spite tribe into the reconciliation . <eos>	-6.98983
R__VERB_NOUN_CCONJ_VERB	10	5	plur	knows	wrong	generated	You eat the toll and	0	False	1302	4	5	You eat the toll and pick spite tribe into the reconciliation . <eos>	-9.26167
L__NOUN_VERB_VERB	4	9	sing	allows	correct	generated	My convention with expecting the story deliberately	0	False	5948	6	7	My convention with expecting the story deliberately exists , could it be assassinated that solely everyone booked the chapel would or could encourage at any nomination , since we hopefully tracked Ruth and Democrats and if they rigged they might have lived a sexual charcoal ?? <eos>	-7.57957
L__NOUN_VERB_VERB	4	9	sing	allow	wrong	generated	My convention with expecting the story deliberately	0	False	8990	6	7	My convention with expecting the story deliberately exists , could it be assassinated that solely everyone booked the chapel would or could encourage at any nomination , since we hopefully tracked Ruth and Democrats and if they rigged they might have lived a sexual charcoal ?? <eos>	-9.52339
R__VERB_NOUN_CCONJ_VERB	1	5	plur	have	correct	generated	I realize we continually serve the conclusion and	0	False	152781	4	8	I realize we continually serve the conclusion and spend to BMW . <eos>	-3.67886
R__VERB_NOUN_CCONJ_VERB	1	5	plur	has	wrong	generated	I realize we continually serve the conclusion and	0	False	171095	4	8	I realize we continually serve the conclusion and spend to BMW . <eos>	-6.60923
R__VERB_NOUN_CCONJ_VERB	8	8	sing	spills	correct	generated	It believes the cap for cheese apprehension and	0	False	118	7	8	It believes the cap for cheese apprehension and blames , “ We are notified that the Winter should not examine with cautious - neuter guards who carry to harass and begin forever and outdoors in the brigades , designers , and demands of dirty nest . ” <eos>	-10.2647
R__VERB_NOUN_CCONJ_VERB	8	8	sing	spill	wrong	generated	It believes the cap for cheese apprehension and	0	False	220	7	8	It believes the cap for cheese apprehension and blames , “ We are notified that the Winter should not examine with cautious - neuter guards who carry to harass and begin forever and outdoors in the brigades , designers , and demands of dirty nest . ” <eos>	-11.2845
L__NOUN_VERB_VERB	15	8	sing	exists	correct	generated	The overbearing meantime to prefer for territorial	0	False	2907	5	7	The overbearing meantime to prefer for territorial uses to reassure thirty , or your rejection gift surgery heating , and arrive . <eos>	-17.0795
L__NOUN_VERB_VERB	15	8	sing	exist	wrong	generated	The overbearing meantime to prefer for territorial	0	False	5079	5	7	The overbearing meantime to prefer for territorial uses to reassure thirty , or your rejection gift surgery heating , and arrive . <eos>	-15.0516
L__NOUN_VERB_VERB	15	3	sing	assumes	correct	generated	The absurd muscle to climb for modern	0	False	647	5	7	The absurd muscle to climb for modern appears to dial thirty , or your television sticker movement beauty , and introduce . <eos>	-14.8966
L__NOUN_VERB_VERB	15	3	sing	assume	wrong	generated	The absurd muscle to climb for modern	0	False	1201	5	7	The absurd muscle to climb for modern appears to dial thirty , or your television sticker movement beauty , and introduce . <eos>	-14.1198
R__VERB_NOUN_CCONJ_VERB	1	4	plur	spill	correct	generated	I develop we dramatically remember the scholarship and	0	False	220	4	8	I develop we dramatically remember the scholarship and consider to Colin . <eos>	-14.2287
R__VERB_NOUN_CCONJ_VERB	1	4	plur	spills	wrong	generated	I develop we dramatically remember the scholarship and	0	False	118	4	8	I develop we dramatically remember the scholarship and consider to Colin . <eos>	-16.0856
L__NOUN_VERB_VERB	0	6	sing	is	correct	generated	The trial to digest in lady	0	False	649202	5	6	The trial to digest in lady incorporates that Various Average derivatives and Pigs and virtual Thai mice are considerable to seek badly reportedly temporary to the Atta in UK than al - Ray earthquakes , and it would be payable to squeeze one 's updates off the lazy cruise . <eos>	-4.73969
L__NOUN_VERB_VERB	0	6	sing	are	wrong	generated	The trial to digest in lady	0	False	261453	5	6	The trial to digest in lady incorporates that Various Average derivatives and Pigs and virtual Thai mice are considerable to seek badly reportedly temporary to the Atta in UK than al - Ray earthquakes , and it would be payable to squeeze one 's updates off the lazy cruise . <eos>	-10.8619
R__VERB_NOUN_CCONJ_VERB	0	0	plur	visit	correct	original	<unk> condemn the act but	0	False	4859	4	5	Dignitaries condemn the act but visit her bereaved family and the money flows . <eos>	-10.1702
R__VERB_NOUN_CCONJ_VERB	0	0	plur	visits	wrong	original	<unk> condemn the act but	0	False	1650	4	5	Dignitaries condemn the act but visit her bereaved family and the money flows . <eos>	-11.7554
L__NOUN_VERB_VERB	10	5	sing	affirms	correct	generated	The simple goodness I put this bombing	0	False	80	5	7	The simple goodness I put this bombing incorporates to affect anyone preventing this if they consider of some sauce I can reopen discuss a theme to this Box Base . <eos>	-13.197
L__NOUN_VERB_VERB	10	5	sing	affirm	wrong	generated	The simple goodness I put this bombing	0	False	127	5	7	The simple goodness I put this bombing incorporates to affect anyone preventing this if they consider of some sauce I can reopen discuss a theme to this Box Base . <eos>	-13.8608
L__NOUN_VERB_VERB	11	8	plur	ask	correct	generated	The ultimate flawless positions that hopefully would sell from trailer	2	False	1771	7	10	The ultimate flawless positions that hopefully would sell from trailer understand reporter , suicide , reef , spine , vegan response and healthy decades of laptops and papers -- cruel as the Justin substance . <eos>	-13.3109
L__NOUN_VERB_VERB	11	8	plur	asks	wrong	generated	The ultimate flawless positions that hopefully would sell from trailer	2	False	1751	7	10	The ultimate flawless positions that hopefully would sell from trailer understand reporter , suicide , reef , spine , vegan response and healthy decades of laptops and papers -- cruel as the Justin substance . <eos>	-14.7156
L__NOUN_VERB_VERB	0	9	sing	applies	correct	generated	The puppet to die in song	0	False	1246	5	6	The puppet to die in song enjoys that Final Amazing problems and Professors and strong Shiite prosecutors are delicate to diagnose soon somehow militant to the Iraq in Abby than al - Saratoga edges , and it would be grand to tend one 's interests off the governmental paw . <eos>	-13.8666
