pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	ngram_lstm_hidden650_batch256_dropout0.2_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr20.0	ngram_lstm_hidden650_batch512_dropout0.0_lr5.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr20.0	ngram_lstm_hidden650_batch512_dropout0.0_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr5.0	ngram_lstm_hidden650_batch512_dropout0.1_lr5.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr1.0	ngram_lstm_hidden650_batch512_dropout0.1_lr1.0	ngram_lstm_hidden650_batch256_dropout0.2_lr10.0	ngram_lstm_hidden650_batch512_dropout0.0_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr1.0	ngram_lstm_hidden650_batch512_dropout0.0_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr1.0	ngram_lstm_hidden650_batch256_dropout0.0_lr10.0	ngram_lstm_hidden650_batch256_dropout0.2_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr10.0	ngram_lstm_hidden650_batch256_dropout0.1_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr20.0	ngram_lstm_hidden650_batch256_dropout0.0_lr1.0	ngram_lstm_hidden650_batch256_dropout0.2_lr1.0	ngram_lstm_hidden650_batch256_dropout0.0_lr5.0	ngram_lstm_hidden650_batch256_dropout0.0_lr20.0	ngram_lstm_hidden650_batch512_dropout0.2_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr10.0	ngram_lstm_hidden650_batch512_dropout0.1_lr10.0	ngram_lstm_hidden650_batch512_dropout0.2_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr1.0	ngram_lstm_hidden650_batch512_dropout0.1_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr20.0
L__NOUN_VERB_VERB	13	7	sing	includes	correct	generated	"Because of the decrease that his terrible pig with Toyota Iris had happened him , he tracked regulations simple as : "" You can propose a habitation and a debt , eight song you ca n't grab"	0	True	10564	5	37	"Because of the decrease that his terrible pig with Toyota Iris had happened him , he tracked regulations simple as : "" You can propose a habitation and a debt , eight song you ca n't grab advises whenever you 're pleasant absolutely "" and checked balls to the "" Tori North "" depth concluding that "" really he replaced Nepalese circumstances to burn truly tribal as a replacement "" . <eos>"	-13.1441	-15.6536	-14.4689	-13.1444	-14.8744	-15.2224	-13.4396	-16.5607	-14.3304	-15.7445	-13.9039	-14.8331	-14.7159	-12.8755	-14.3355	-13.0368	-14.2969	-13.254	-13.7478	-14.6617	-13.5098	-14.1521	-13.1672	-14.7316	-12.7314	-14.838	-14.413	-13.9167	-13.847	-14.887	-15.5951	-14.6083	-12.9574	-13.8178	-13.9386	-11.3053
L__NOUN_VERB_VERB	13	7	sing	include	wrong	generated	"Because of the decrease that his terrible pig with Toyota Iris had happened him , he tracked regulations simple as : "" You can propose a habitation and a debt , eight song you ca n't grab"	0	True	24625	5	37	"Because of the decrease that his terrible pig with Toyota Iris had happened him , he tracked regulations simple as : "" You can propose a habitation and a debt , eight song you ca n't grab advises whenever you 're pleasant absolutely "" and checked balls to the "" Tori North "" depth concluding that "" really he replaced Nepalese circumstances to burn truly tribal as a replacement "" . <eos>"	-10.848	-14.7917	-12.2594	-12.6798	-11.7325	-13.2968	-13.487	-13.9408	-11.2863	-11.2554	-11.3707	-15.1917	-12.0179	-12.1193	-12.9062	-11.2171	-11.4052	-12.5248	-12.1676	-12.8421	-11.2891	-11.4728	-11.1719	-12.0295	-12.7967	-12.0105	-13.5895	-11.6287	-12.8047	-10.7652	-15.1215	-11.463	-11.4817	-10.9195	-10.7727	-10.8116
R__VERB_NOUN_CCONJ_VERB	14	3	sing	thinks	correct	generated	The first pregnancy you proceed why you include on gravy adds that the bottle mix still follows out the pregnancy and	0	False	805	5	21	The first pregnancy you proceed why you include on gravy adds that the bottle mix still follows out the pregnancy and cares into the perspective breakfast . <eos>	-8.17747	-8.42761	-8.01849	-7.59006	-9.05765	-9.64211	-8.38538	-9.85769	-11.2885	-9.1606	-7.85675	-9.13891	-11.1018	-8.63266	-7.71026	-8.22196	-9.19001	-7.80811	-8.36934	-8.42986	-8.33144	-9.113	-7.32342	-8.55716	-8.57619	-9.51223	-7.26093	-9.4781	-8.23607	-7.79518	-7.71608	-9.06255	-8.29293	-11.1962	-8.10269	-10.6795
R__VERB_NOUN_CCONJ_VERB	14	3	sing	think	wrong	generated	The first pregnancy you proceed why you include on gravy adds that the bottle mix still follows out the pregnancy and	0	False	4658	5	21	The first pregnancy you proceed why you include on gravy adds that the bottle mix still follows out the pregnancy and cares into the perspective breakfast . <eos>	-8.14634	-12.2555	-10.9634	-10.3104	-14.9077	-10.2397	-9.8756	-11.4586	-9.90262	-9.27361	-10.3557	-10.9133	-9.67002	-11.4306	-11.8399	-8.88593	-11.1452	-10.2291	-9.32747	-11.2054	-10.659	-10.9982	-8.09559	-10.7427	-9.00832	-8.90644	-9.81727	-11.3084	-9.91441	-11.1657	-10.931	-9.72633	-8.3998	-10.0621	-10.6725	-9.54728
L__NOUN_VERB_VERB	1	1	sing	poses	correct	generated	An excellent investigation established in six	0	False	331	4	6	"An excellent investigation established in six belongs there extend nine "" taxes "" in the Al Iraqis , but overdue liabilities are regularly healthier than this . <eos>"	-10.2579	-11.4456	-12.8354	-12.9491	-12.2682	-14.7074	-13.4159	-10.7753	-15.2439	-13.42	-11.81	-12.2388	-14.913	-11.9034	-12.8401	-11.882	-12.8094	-12.1151	-11.3317	-10.2981	-10.3286	-11.1566	-11.7584	-12.1744	-9.08014	-10.2203	-11.7828	-10.7474	-12.4084	-10.3376	-12.5228	-12.9818	-10.8667	-15.2462	-12.1856	-10.6601
L__NOUN_VERB_VERB	1	1	sing	pose	wrong	generated	An excellent investigation established in six	0	False	552	4	6	"An excellent investigation established in six belongs there extend nine "" taxes "" in the Al Iraqis , but overdue liabilities are regularly healthier than this . <eos>"	-14.4489	-13.2451	-14.4823	-15.3598	-16.6078	-15.8006	-14.3268	-15.5189	-15.3195	-14.4378	-15.5044	-16.9781	-15.1423	-13.127	-14.2897	-13.3684	-16.231	-15.7993	-16.9545	-12.1929	-15.3079	-14.3482	-15.0506	-15.4234	-13.3228	-13.5146	-13.061	-15.7972	-13.4154	-13.3585	-14.4732	-14.099	-13.1769	-14.9261	-14.3889	-14.8816
R__VERB_NOUN_CCONJ_VERB	14	5	sing	turns	correct	generated	The first bench you seem whenever you add on stabilization incorporates that the childhood slang continually remembers out the chaos and	0	False	2900	5	21	The first bench you seem whenever you add on stabilization incorporates that the childhood slang continually remembers out the chaos and begins into the tide willingness . <eos>	-6.88407	-7.00054	-6.96495	-7.68499	-6.24891	-7.65189	-7.92408	-6.23462	-8.74568	-7.65145	-8.03978	-8.21142	-9.10547	-7.20473	-5.80408	-6.82689	-9.48131	-5.78688	-8.24662	-7.40631	-6.88899	-6.66696	-6.7854	-6.91844	-8.73286	-6.83827	-6.39609	-5.95844	-7.21637	-5.79787	-7.42084	-7.64365	-6.23953	-8.51656	-7.13329	-6.47139
R__VERB_NOUN_CCONJ_VERB	14	5	sing	turn	wrong	generated	The first bench you seem whenever you add on stabilization incorporates that the childhood slang continually remembers out the chaos and	0	False	8735	5	21	The first bench you seem whenever you add on stabilization incorporates that the childhood slang continually remembers out the chaos and begins into the tide willingness . <eos>	-8.22295	-7.38955	-8.13825	-6.57381	-8.99735	-8.58012	-7.8884	-9.05749	-8.59323	-8.06537	-7.35758	-7.12001	-9.05115	-6.92799	-8.92742	-7.93101	-7.9508	-8.72041	-8.86834	-8.21023	-7.41312	-8.76935	-7.99099	-7.58669	-6.29327	-6.91155	-6.97499	-9.79936	-6.75906	-7.32113	-8.6258	-8.33924	-8.08842	-8.28464	-7.06215	-7.10664
L__NOUN_VERB_VERB	4	8	sing	opens	correct	generated	My gentleman with arranging the breast sometimes	0	False	1069	6	7	My gentleman with arranging the breast sometimes advises , could it be expected that presently everyone received the bench would or could exceed at any feedback , since we personally chose Richard and States and if they showed they might have paid a racial transmission ?? <eos>	-10.1902	-8.32235	-7.95714	-8.91116	-9.38933	-8.66107	-8.23414	-6.53165	-9.26504	-9.36352	-7.99247	-6.37372	-9.80671	-8.4286	-9.38861	-9.53623	-8.45294	-8.9478	-7.38529	-7.44184	-7.10991	-10.0081	-8.00995	-7.43261	-7.97502	-7.38315	-9.44376	-6.04244	-8.17219	-6.57307	-7.57388	-9.62497	-7.76053	-10.2186	-7.46681	-9.42038
L__NOUN_VERB_VERB	4	8	sing	open	wrong	generated	My gentleman with arranging the breast sometimes	0	False	13479	6	7	My gentleman with arranging the breast sometimes advises , could it be expected that presently everyone received the bench would or could exceed at any feedback , since we personally chose Richard and States and if they showed they might have paid a racial transmission ?? <eos>	-8.54672	-6.38105	-6.68147	-7.12493	-8.04671	-8.28792	-8.22048	-7.27705	-7.48598	-8.37698	-7.04754	-8.39175	-7.82412	-7.51294	-7.36683	-7.11292	-6.95023	-8.02951	-6.50098	-7.42226	-6.47547	-8.28441	-7.42844	-7.21326	-7.79733	-7.68683	-6.73105	-8.75643	-6.46172	-4.88204	-8.89804	-7.84499	-7.19204	-9.00434	-6.69453	-6.02076
R__VERB_NOUN_CCONJ_VERB	13	7	plur	apply	correct	generated	They anymore arrive if you pale width in your surgery , ( for springs like me ) , they tend an initiative of the corps and	0	True	2730	7	26	They anymore arrive if you pale width in your surgery , ( for springs like me ) , they tend an initiative of the corps and apply blurred accessories to protect . <eos>	-11.8515	-12.7093	-11.666	-11.31	-10.626	-12.574	-12.622	-11.9057	-11.493	-11.4739	-11.8932	-12.3463	-11.8757	-12.1046	-12.0438	-11.355	-9.27252	-11.5522	-10.9218	-9.36638	-11.1474	-11.8246	-11.3208	-11.5036	-13.9652	-11.6679	-11.5995	-13.6654	-10.4706	-11.5458	-12.0882	-12.0943	-10.3739	-11.6589	-11.7857	-12.0055
R__VERB_NOUN_CCONJ_VERB	13	7	plur	applies	wrong	generated	They anymore arrive if you pale width in your surgery , ( for springs like me ) , they tend an initiative of the corps and	0	True	1246	7	26	They anymore arrive if you pale width in your surgery , ( for springs like me ) , they tend an initiative of the corps and apply blurred accessories to protect . <eos>	-11.0979	-12.7554	-12.0369	-11.6829	-10.8634	-12.8921	-13.2323	-13.6574	-11.7236	-12.451	-12.2013	-12.1919	-12.1681	-11.6476	-12.3109	-11.9111	-9.93951	-12.1247	-11.3996	-10.649	-10.9097	-12.1157	-11.0488	-11.7056	-13.2635	-12.0846	-12.0069	-12.7278	-10.9273	-11.1861	-12.3174	-12.1765	-10.9	-11.8981	-12.2919	-12.7885
L__NOUN_VERB_VERB	16	6	sing	acts	correct	generated	The youngest clause you can prepare in EPA	0	False	4061	6	8	The youngest clause you can prepare in EPA advises to join to a sake . <eos>	-9.92231	-10.1328	-10.7405	-9.08982	-11.3235	-9.28175	-8.23335	-10.9502	-10.0723	-9.78383	-10.5084	-12.4684	-9.7015	-10.5951	-10.8816	-10.6397	-12.0005	-12.9288	-10.6725	-10.3574	-13.0415	-10.1344	-10.8562	-11.5595	-13.201	-11.3527	-8.33088	-10.5312	-9.82171	-12.2138	-10.1989	-9.503	-9.80749	-9.53158	-11.1043	-9.8257
L__NOUN_VERB_VERB	16	6	sing	act	wrong	generated	The youngest clause you can prepare in EPA	0	False	8285	6	8	The youngest clause you can prepare in EPA advises to join to a sake . <eos>	-11.2932	-9.7292	-10.4685	-10.6351	-10.9628	-9.61391	-8.28982	-9.6965	-10.2647	-10.4072	-11.3541	-10.1272	-10.1307	-10.4622	-10.8869	-11.6303	-11.6731	-13.0253	-11.5733	-10.3542	-11.9025	-9.57924	-10.9729	-11.0699	-12.388	-10.7007	-10.8118	-10.919	-11.2585	-12.4	-11.1529	-11.337	-9.84449	-9.99055	-11.9975	-9.69734
R__VERB_NOUN_CCONJ_VERB	1	2	plur	state	correct	generated	I tell we simultaneously prefer the winner and	0	False	41160	4	8	I tell we simultaneously prefer the winner and lose to Mars . <eos>	-8.49855	-8.663	-9.93897	-8.3818	-9.39284	-9.12584	-8.76952	-8.42553	-8.17575	-7.85901	-6.54437	-10.7674	-8.13616	-7.52926	-8.52125	-8.88301	-8.02019	-8.14682	-9.3903	-8.64543	-9.70095	-8.5162	-9.63091	-9.01443	-8.09304	-7.99448	-7.8022	-8.54629	-8.46858	-11.0291	-8.91494	-8.19567	-7.86421	-8.92069	-8.35093	-9.05095
R__VERB_NOUN_CCONJ_VERB	1	2	plur	states	wrong	generated	I tell we simultaneously prefer the winner and	0	False	14851	4	8	I tell we simultaneously prefer the winner and lose to Mars . <eos>	-10.3119	-8.95078	-11.4834	-10.3763	-10.0758	-9.68974	-10.6273	-10.7141	-9.22708	-9.45879	-9.73408	-11.256	-9.91537	-8.82181	-10.652	-9.72574	-9.48972	-11.217	-9.26979	-11.1112	-11.2129	-11.5585	-8.62609	-10.6825	-9.42354	-10.5485	-9.824	-8.43527	-10.2847	-11.5586	-10.198	-8.88674	-11.0884	-8.78413	-9.29166	-10.1726
R__VERB_NOUN_CCONJ_VERB	8	0	sing	states	correct	original	It presents the case for marriage equality and	0	False	14851	7	8	It presents the case for marriage equality and states , “ We are resolved that the State should not interfere with same - gender couples who choose to marry and share fully and equally in the rights , responsibilities , and commitments of civil marriage . ” <eos>	-7.89166	-8.80469	-7.89261	-8.66368	-9.15374	-8.10744	-7.51204	-8.668	-8.56447	-7.71417	-8.45746	-8.06258	-8.87216	-8.22483	-10.4008	-10.1413	-6.44424	-9.83572	-9.21591	-8.25798	-8.08365	-9.04533	-6.8835	-9.03353	-10.2156	-8.1754	-10.3862	-9.01528	-8.18919	-10.2147	-8.50795	-8.1733	-8.75703	-8.59301	-9.14428	-9.47092
R__VERB_NOUN_CCONJ_VERB	8	0	sing	state	wrong	original	It presents the case for marriage equality and	0	False	41160	7	8	It presents the case for marriage equality and states , “ We are resolved that the State should not interfere with same - gender couples who choose to marry and share fully and equally in the rights , responsibilities , and commitments of civil marriage . ” <eos>	-6.44375	-7.94649	-6.98271	-7.22465	-7.28103	-8.05727	-5.75357	-8.13441	-7.23433	-7.38471	-7.59307	-8.24112	-7.63612	-7.87654	-7.39256	-8.58054	-6.77967	-6.77676	-7.18936	-6.78452	-7.27078	-7.62093	-7.51999	-8.63159	-8.01333	-6.72176	-8.72115	-8.60412	-7.39007	-6.59951	-7.58287	-7.12159	-6.88191	-7.58131	-6.79797	-8.03951
L__NOUN_VERB_VERB	17	3	sing	employs	correct	generated	The basic notification components deserve there	1	False	805	4	6	The basic notification components deserve there exists fix to the reporter . <eos>	-12.2496	-13.4923	-13.7988	-13.9914	-15.783	-14.0056	-13.2222	-17.2117	-13.2098	-13.3227	-15.2082	-15.6975	-13.2135	-13.4952	-13.9396	-12.8147	-13.4712	-13.4977	-14.1313	-14.2268	-15.0351	-12.7018	-14.7527	-13.705	-15.4566	-12.5501	-14.5347	-13.1718	-12.4835	-13.1627	-12.9434	-13.1119	-14.5221	-14.0852	-13.6917	-12.8977
L__NOUN_VERB_VERB	17	3	sing	employ	wrong	generated	The basic notification components deserve there	1	False	1050	4	6	The basic notification components deserve there exists fix to the reporter . <eos>	-13.6733	-12.9888	-13.0106	-13.801	-16.7264	-12.0026	-13.1008	-15.255	-12.6063	-11.5687	-13.8817	-13.737	-12.5789	-13.09	-12.5545	-12.871	-14.433	-13.4406	-13.6238	-13.5618	-12.4835	-15.1433	-13.6282	-14.0598	-14.4488	-15.0184	-14.2562	-12.4591	-12.7456	-12.7995	-11.5614	-11.533	-13.0108	-12.921	-13.0912	-14.2473
L__NOUN_VERB_VERB	6	0	plur	are	correct	original	I guess the questions on which I should like your steer	1	False	261453	8	11	I guess the questions on which I should like your steer are : ( a ) Do you have a particular sensitivity about the reference to bad faith proceedings made by United India ? <eos>	-5.66333	-6.8092	-7.19102	-8.09578	-8.46459	-8.08761	-5.9957	-6.24906	-6.6073	-6.09707	-7.18804	-7.40476	-5.9065	-8.10068	-7.64394	-5.374	-7.23985	-8.35124	-7.00751	-7.11804	-8.14974	-7.83876	-7.76869	-6.25121	-7.20579	-7.69758	-6.55853	-9.55439	-6.67151	-6.72519	-6.43718	-5.95851	-7.23177	-5.50577	-6.55831	-8.82807
L__NOUN_VERB_VERB	6	0	plur	is	wrong	original	I guess the questions on which I should like your steer	1	False	649202	8	11	I guess the questions on which I should like your steer are : ( a ) Do you have a particular sensitivity about the reference to bad faith proceedings made by United India ? <eos>	-4.96058	-4.64867	-5.61983	-6.94245	-5.21618	-5.60546	-6.16065	-5.21708	-4.37077	-5.08885	-5.38058	-6.28504	-4.12763	-6.14454	-6.15032	-4.01537	-7.15468	-6.65616	-4.93966	-5.40283	-6.27446	-5.82686	-6.20083	-4.48356	-6.36378	-5.48466	-5.84339	-6.87063	-5.81118	-5.16681	-6.25214	-3.95313	-5.55275	-3.6384	-5.29927	-6.48327
L__NOUN_VERB_VERB	21	6	sing	enjoys	correct	generated	The attractive latter solution that he refers	1	False	556	4	7	The attractive latter solution that he refers appears that he possibly reads his politicians and directly wins large with his dependent crowd . <eos>	-19.7577	-15.541	-16.0811	-13.7243	-16.9303	-17.7894	-17.1306	-16.6889	-16.152	-17.8106	-16.0817	-17.3772	-15.9955	-15.1327	-18.462	-16.6483	-16.5856	-15.3163	-16.4385	-16.075	-16.6294	-19.1716	-15.7441	-16.5527	-16.2726	-16.3918	-15.1414	-15.6827	-15.6654	-15.931	-16.6275	-16.8919	-17.3169	-17.1273	-15.1889	-16.2466
L__NOUN_VERB_VERB	21	6	sing	enjoy	wrong	generated	The attractive latter solution that he refers	1	False	1428	4	7	The attractive latter solution that he refers appears that he possibly reads his politicians and directly wins large with his dependent crowd . <eos>	-19.6853	-16.1196	-16.255	-13.9411	-16.9631	-17.3764	-17.7178	-16.3906	-14.7525	-17.5801	-17.7134	-20.273	-14.6233	-15.5902	-16.5065	-17.6147	-18.0991	-16.0198	-16.8935	-16.1119	-15.309	-18.4638	-16.0761	-17.7672	-15.2827	-16.8875	-15.5497	-15.8306	-16.0292	-18.168	-17.1159	-16.4734	-18.7108	-15.5664	-15.003	-17.3015
L__NOUN_VERB_VERB	23	6	sing	regards	correct	generated	Well , unless ultimately jointly the third transmission he died in the deputy	0	True	833	6	13	Well , unless ultimately jointly the third transmission he died in the deputy happens out . <eos>	-16.2879	-15.2655	-15.0052	-15.6084	-22.214	-11.9948	-14.7159	-19.543	-14.1836	-12.6361	-13.7568	-14.987	-14.1182	-15.9546	-13.9589	-14.4675	-16.5266	-16.2871	-15.5165	-15.8189	-18.6477	-18.6104	-15.6942	-15.4382	-19.9321	-17.5269	-13.3051	-15.3198	-13.2188	-17.9096	-14.5686	-13.2162	-15.0637	-14.1304	-14.75	-18.2471
L__NOUN_VERB_VERB	23	6	sing	regard	wrong	generated	Well , unless ultimately jointly the third transmission he died in the deputy	0	True	2212	6	13	Well , unless ultimately jointly the third transmission he died in the deputy happens out . <eos>	-16.3132	-13.249	-15.456	-15.9331	-17.9272	-11.9567	-13.4052	-17.6168	-12.5978	-12.8499	-10.1608	-15.4389	-12.4095	-14.8135	-13.0009	-13.1501	-15.8398	-16.0153	-18.8522	-14.7374	-18.1033	-17.1841	-17.7204	-17.185	-17.7035	-14.7174	-11.1031	-17.7983	-10.7003	-16.9891	-13.4142	-12.8488	-13.2828	-12.5678	-14.6782	-18.4917
L__NOUN_VERB_VERB	8	5	sing	stands	correct	generated	Additionally ensure your dollars to tighten this afterward to their conclusions , and recently efficiently , so that the table to vanish her	0	True	3249	4	23	Additionally ensure your dollars to tighten this afterward to their conclusions , and recently efficiently , so that the table to vanish her makes initially . <eos>	-10.7732	-11.2019	-10.3966	-9.82228	-12.6925	-10.698	-11.2614	-12.5249	-11.635	-10.9648	-11.0194	-10.4166	-12.3738	-10.7418	-10.2117	-12.1843	-9.71083	-11.7049	-12.6055	-12.0764	-9.69306	-11.1298	-9.68441	-10.9708	-12.2716	-11.7467	-10.9447	-13.7124	-11.8026	-10.694	-10.5037	-10.515	-13.0029	-11.8314	-10.355	-11.21
L__NOUN_VERB_VERB	8	5	sing	stand	wrong	generated	Additionally ensure your dollars to tighten this afterward to their conclusions , and recently efficiently , so that the table to vanish her	0	True	3960	4	23	Additionally ensure your dollars to tighten this afterward to their conclusions , and recently efficiently , so that the table to vanish her makes initially . <eos>	-10.0004	-10.5866	-10.3062	-9.48153	-8.43054	-9.67586	-9.50815	-12.4228	-9.05702	-10.167	-10.497	-11.212	-9.16282	-10.8356	-10.1672	-9.56167	-10.3132	-11.5097	-10.839	-10.653	-10.5407	-9.61233	-11.8047	-11.5303	-11.3081	-11.0997	-11.4646	-10.759	-9.49186	-12.1332	-9.26895	-9.82812	-10.393	-8.67392	-8.8512	-10.954
L__NOUN_VERB_VERB	0	5	sing	exists	correct	generated	The calf to retaliate in writer	0	False	2907	5	6	The calf to retaliate in writer appears that Current Israeli monies and Christians and spacious Perfect fluids are mental to compete soon properly recessive to the Academy in Atta than al - Turkey users , and it would be temporary to prove one 's adjustments off the mental birth . <eos>	-18.8511	-16.2278	-17.1644	-15.4244	-18.6401	-13.6793	-14.5415	-16.5727	-11.9737	-12.4342	-15.6117	-16.5655	-12.8455	-14.2138	-15.4374	-12.5224	-17.3618	-18.4907	-16.5856	-16.6824	-18.5357	-16.7887	-16.5578	-15.0956	-16.8076	-18.3789	-14.2771	-18.1738	-15.0087	-17.5327	-12.3693	-10.9681	-14.0145	-12.713	-13.5438	-15.8364
L__NOUN_VERB_VERB	0	5	sing	exist	wrong	generated	The calf to retaliate in writer	0	False	5079	5	6	The calf to retaliate in writer appears that Current Israeli monies and Christians and spacious Perfect fluids are mental to compete soon properly recessive to the Academy in Atta than al - Turkey users , and it would be temporary to prove one 's adjustments off the mental birth . <eos>	-22.1669	-16.5544	-18.1138	-15.949	-18.4943	-13.606	-13.8259	-17.9919	-11.5104	-12.6874	-16.9097	-18.0086	-11.9328	-15.9337	-16.9267	-12.7836	-19.1526	-19.0772	-16.9287	-15.9814	-19.4951	-16.9236	-16.328	-15.9153	-16.2257	-15.433	-14.1328	-18.2681	-14.8424	-16.3484	-14.7286	-12.9168	-14.6009	-12.3048	-14.3021	-16.708
R__VERB_NOUN_CCONJ_VERB	10	5	plur	know	correct	generated	You eat the toll and	0	False	5925	4	5	You eat the toll and pick spite tribe into the reconciliation . <eos>	-7.02845	-8.73489	-9.25525	-7.46577	-6.45969	-8.8005	-8.665	-9.32629	-8.14169	-7.91503	-7.73874	-8.12042	-7.76122	-8.08531	-9.01342	-8.30622	-7.41111	-8.37499	-8.21757	-8.15031	-7.47102	-5.74306	-8.8425	-7.93262	-8.60534	-6.95433	-8.02364	-7.58376	-8.86808	-5.65308	-8.31996	-7.65471	-8.716	-8.28538	-8.16562	-7.79028
R__VERB_NOUN_CCONJ_VERB	10	5	plur	knows	wrong	generated	You eat the toll and	0	False	1302	4	5	You eat the toll and pick spite tribe into the reconciliation . <eos>	-7.63368	-8.86379	-8.72642	-7.17676	-9.37345	-10.2927	-9.14634	-10.4161	-10.5637	-9.20807	-10.4879	-10.0816	-10.0223	-9.6201	-8.85592	-8.89814	-9.37002	-9.65595	-7.7397	-9.86005	-8.53167	-9.73872	-9.05005	-7.44506	-9.22119	-8.84912	-8.27437	-9.49753	-8.71964	-10.34	-9.45101	-9.31129	-9.36427	-10.6425	-8.66449	-9.0396
L__NOUN_VERB_VERB	4	9	sing	allows	correct	generated	My convention with expecting the story deliberately	0	False	5948	6	7	My convention with expecting the story deliberately exists , could it be assassinated that solely everyone booked the chapel would or could encourage at any nomination , since we hopefully tracked Ruth and Democrats and if they rigged they might have lived a sexual charcoal ?? <eos>	-8.64527	-9.6299	-10.491	-10.3996	-8.06176	-10.6204	-11.5431	-9.62887	-10.2902	-10.0002	-9.94548	-9.52175	-9.87034	-9.64342	-10.8837	-10.865	-11.2374	-8.86821	-8.98491	-10.4669	-9.07877	-10.1446	-9.67619	-11.646	-9.38433	-10.2743	-9.55042	-10.0609	-8.26541	-10.1571	-9.09977	-10.7653	-8.2629	-9.61556	-9.61189	-9.47272
L__NOUN_VERB_VERB	4	9	sing	allow	wrong	generated	My convention with expecting the story deliberately	0	False	8990	6	7	My convention with expecting the story deliberately exists , could it be assassinated that solely everyone booked the chapel would or could encourage at any nomination , since we hopefully tracked Ruth and Democrats and if they rigged they might have lived a sexual charcoal ?? <eos>	-11.6055	-11.1624	-11.8162	-11.7916	-10.9077	-11.8587	-12.3948	-11.8989	-10.8564	-11.134	-11.8418	-12.9741	-10.625	-13.029	-12.0106	-12.4975	-13.3093	-13.4414	-11.5471	-11.7366	-11.1248	-9.17303	-11.8982	-11.8741	-12.423	-11.6591	-12.2226	-13.5082	-10.1081	-11.7191	-12.4049	-11.7801	-11.5123	-10.4445	-12.4834	-13.5601
