pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent
R__NOUN_ADJ_DET_ADJ	27	1	sing	גופני	correct	generated	ל כוונתו , מתקררת ה הדמיה ב שתי בובות תעשייתיות : האם ה חילוק ה אירוני ה	0	True	947	4	17	ל כוונתו , מתקררת ה הדמיה ב שתי בובות תעשייתיות : האם ה חילוק ה אירוני ה דוקרני , מתחת ל הבל 12 , מסוגל להציג אחרת מ כפי ש חיווה מ טעותו ? <eos>
R__NOUN_ADJ_DET_ADJ	27	1	sing	גופניים	wrong	generated	ל כוונתו , מתקררת ה הדמיה ב שתי בובות תעשייתיות : האם ה חילוק ה אירוני ה	0	True	235	4	17	ל כוונתו , מתקררת ה הדמיה ב שתי בובות תעשייתיות : האם ה חילוק ה אירוני ה דוקרני , מתחת ל הבל 12 , מסוגל להציג אחרת מ כפי ש חיווה מ טעותו ? <eos>
R__NOUN_DET_ADV_PUNCT_ADJ	17	0	sing	יהודיה	correct	original	שלשום השתתפו <unk> , רעייתו ה לא -	0	True	950	4	8	שלשום השתתפו ולסטון , רעייתו ה לא - יהודיה שילה , ו ראש מטה ה בחירות שלו סם קפלן , ב תפילת ערב שבת ב בית ה כנסת ה רפורמי של מיניאפוליס . <eos>
R__NOUN_DET_ADV_PUNCT_ADJ	17	0	sing	ראשונות	wrong	original	שלשום השתתפו <unk> , רעייתו ה לא -	0	True	8040	4	8	שלשום השתתפו ולסטון , רעייתו ה לא - יהודיה שילה , ו ראש מטה ה בחירות שלו סם קפלן , ב תפילת ערב שבת ב בית ה כנסת ה רפורמי של מיניאפוליס . <eos>
R__NOUN_ADJ_DET_ADJ	45	7	plur	חסינים	correct	generated	מי מבין ה מצנחים ה אלה ש לא יכבוש ב היקף , חבויים חייהם לסכן ב אחד ה פנסי ה מזוינים ה	0	True	78	4	22	מי מבין ה מצנחים ה אלה ש לא יכבוש ב היקף , חבויים חייהם לסכן ב אחד ה פנסי ה מזוינים ה לאומיים , כמו חוק ה מדרש ה אימתני , מאבק נשיא ה מחסן , או קיצור ה בטון של תקן ה פרמיה . <eos>
R__NOUN_ADJ_DET_ADJ	45	7	plur	חסין	wrong	generated	מי מבין ה מצנחים ה אלה ש לא יכבוש ב היקף , חבויים חייהם לסכן ב אחד ה פנסי ה מזוינים ה	0	True	276	4	22	מי מבין ה מצנחים ה אלה ש לא יכבוש ב היקף , חבויים חייהם לסכן ב אחד ה פנסי ה מזוינים ה לאומיים , כמו חוק ה מדרש ה אימתני , מאבק נשיא ה מחסן , או קיצור ה בטון של תקן ה פרמיה . <eos>
R__NOUN_NOUN_DET_ADJ	29	6	plur	קטלניים	correct	generated	ה מכינת ב קיבוץ ה ביב נשנית גם מ תחום מחבלי על - נסיבות ה כוכבים , ו מ הדים מעולים ל מתנגדי ה אספן ה	1	True	172	4	26	ה מכינת ב קיבוץ ה ביב נשנית גם מ תחום מחבלי על - נסיבות ה כוכבים , ו מ הדים מעולים ל מתנגדי ה אספן ה נוירולוגיים , בעיקר ל אינסטינקטים ל גדודים פינלנד ו פילר . <eos>
R__NOUN_NOUN_DET_ADJ	29	6	plur	קטלני	wrong	generated	ה מכינת ב קיבוץ ה ביב נשנית גם מ תחום מחבלי על - נסיבות ה כוכבים , ו מ הדים מעולים ל מתנגדי ה אספן ה	1	True	602	4	26	ה מכינת ב קיבוץ ה ביב נשנית גם מ תחום מחבלי על - נסיבות ה כוכבים , ו מ הדים מעולים ל מתנגדי ה אספן ה נוירולוגיים , בעיקר ל אינסטינקטים ל גדודים פינלנד ו פילר . <eos>
R__NOUN_NOUN_DET_ADJ	62	7	plur	ממשלתיים	correct	generated	"ב טריז הוכרע , בין ה שיבוש , כי "" תהליכי ה מציאת ה"	1	True	836	4	14	"ב טריז הוכרע , בין ה שיבוש , כי "" תהליכי ה מציאת ה פיירי של חיסול אמנות כיבוש משוכנעים את ה תזוזת ל יסודית "" . <eos>"
R__NOUN_NOUN_DET_ADJ	62	7	plur	ממשלתי	wrong	generated	"ב טריז הוכרע , בין ה שיבוש , כי "" תהליכי ה מציאת ה"	1	True	1494	4	14	"ב טריז הוכרע , בין ה שיבוש , כי "" תהליכי ה מציאת ה פיירי של חיסול אמנות כיבוש משוכנעים את ה תזוזת ל יסודית "" . <eos>"
R__NOUN_NOUN_PUNCT_SCONJ_VERB	11	1	sing	ממציא	correct	generated	"מבנה "" שכבות רודנר "" , ב תפעול עונשי - שיתוף , ה"	1	True	1048	6	13	"מבנה "" שכבות רודנר "" , ב תפעול עונשי - שיתוף , ה מגבש ב תיק אשמות ל יזמים ו מעוזי , יצג באחרונה ב תיקון שמאלי : תנאי תהליך ה טרור ה פאסיבי על - תכניות מסירת ה כליות בלבד , ב 04 ברוטו מ ביתן של אגיפטולוג סרבני ב אותו קרם . <eos>"
R__NOUN_NOUN_PUNCT_SCONJ_VERB	11	1	sing	ממציאים	wrong	generated	"מבנה "" שכבות רודנר "" , ב תפעול עונשי - שיתוף , ה"	1	True	188	6	13	"מבנה "" שכבות רודנר "" , ב תפעול עונשי - שיתוף , ה מגבש ב תיק אשמות ל יזמים ו מעוזי , יצג באחרונה ב תיקון שמאלי : תנאי תהליך ה טרור ה פאסיבי על - תכניות מסירת ה כליות בלבד , ב 04 ברוטו מ ביתן של אגיפטולוג סרבני ב אותו קרם . <eos>"
R__NOUN_PUNCT_NOUN_CCONJ_NOUN	8	0	sing	מסורת	correct	original	"הוא רומז ל קשיים ש יש ל משרד ה משטרה ו ל שר ה משטרה ב מימוש אחריותו ה <unk> : "" משרד ה משטרה , כ גוף מטה מקצועי ו מתאם של שר ה משטרה , אמור לבצע תפקידו מול ה מטות של שתי זרועות מבצעיות ( משטרה ו שב""ס ) בעלות עוצמה , אופי שמרני ו"	1	True	7792	5	58	"הוא רומז ל קשיים ש יש ל משרד ה משטרה ו ל שר ה משטרה ב מימוש אחריותו ה מיניסטריאלית : "" משרד ה משטרה , כ גוף מטה מקצועי ו מתאם של שר ה משטרה , אמור לבצע תפקידו מול ה מטות של שתי זרועות מבצעיות ( משטרה ו שב""ס ) בעלות עוצמה , אופי שמרני ו מסורת אוטונומית ארוכה . <eos>"
R__NOUN_PUNCT_NOUN_CCONJ_NOUN	8	0	sing	מסורות	wrong	original	"הוא רומז ל קשיים ש יש ל משרד ה משטרה ו ל שר ה משטרה ב מימוש אחריותו ה <unk> : "" משרד ה משטרה , כ גוף מטה מקצועי ו מתאם של שר ה משטרה , אמור לבצע תפקידו מול ה מטות של שתי זרועות מבצעיות ( משטרה ו שב""ס ) בעלות עוצמה , אופי שמרני ו"	1	True	1711	5	58	"הוא רומז ל קשיים ש יש ל משרד ה משטרה ו ל שר ה משטרה ב מימוש אחריותו ה מיניסטריאלית : "" משרד ה משטרה , כ גוף מטה מקצועי ו מתאם של שר ה משטרה , אמור לבצע תפקידו מול ה מטות של שתי זרועות מבצעיות ( משטרה ו שב""ס ) בעלות עוצמה , אופי שמרני ו מסורת אוטונומית ארוכה . <eos>"
R__NOUN_ADJ_DET_ADJ	16	7	sing	מקראי	correct	generated	תוכניתו ב עבודות ב ברואר היא ב שיאה של כינוס ה אורח ה פיניקי ה	0	False	856	4	15	תוכניתו ב עבודות ב ברואר היא ב שיאה של כינוס ה אורח ה פיניקי ה פלילי , ש ה דיפלומט ה מפוקפק ו ה סמוי ה זה יכול היה לנהוג ל טקסטים ש ב קיומה נכרך . <eos>
R__NOUN_ADJ_DET_ADJ	16	7	sing	מקראיים	wrong	generated	תוכניתו ב עבודות ב ברואר היא ב שיאה של כינוס ה אורח ה פיניקי ה	0	False	204	4	15	תוכניתו ב עבודות ב ברואר היא ב שיאה של כינוס ה אורח ה פיניקי ה פלילי , ש ה דיפלומט ה מפוקפק ו ה סמוי ה זה יכול היה לנהוג ל טקסטים ש ב קיומה נכרך . <eos>
R__NOUN_PUNCT_NOUN_CCONJ_NOUN	9	3	sing	פיצוץ	correct	generated	ה ווירטואוזיות מתפוצצת התקן , עיקור ו	0	True	2403	4	7	ה ווירטואוזיות מתפוצצת התקן , עיקור ו ענף ל קלטים . <eos>
R__NOUN_PUNCT_NOUN_CCONJ_NOUN	9	3	sing	פיצוצים	wrong	generated	ה ווירטואוזיות מתפוצצת התקן , עיקור ו	0	True	242	4	7	ה ווירטואוזיות מתפוצצת התקן , עיקור ו ענף ל קלטים . <eos>
R__NOUN_NOUN_DET_ADJ	32	4	sing	מסודרת	correct	generated	"מנכ""ל ה מטרה ל מלון כישלון גאליה , טדסקי בולוניה , נשחק ב סירוב ש הסתגל ב מרחב הצהרת ש הסדיר על - קצבאות סל רכישת ה הכרזת ה"	0	True	621	4	29	"מנכ""ל ה מטרה ל מלון כישלון גאליה , טדסקי בולוניה , נשחק ב סירוב ש הסתגל ב מרחב הצהרת ש הסדיר על - קצבאות סל רכישת ה הכרזת ה קופתית של שוויץ ב הארי , אנאן לייטננט . <eos>"
R__NOUN_NOUN_DET_ADJ	32	4	sing	מסודרות	wrong	generated	"מנכ""ל ה מטרה ל מלון כישלון גאליה , טדסקי בולוניה , נשחק ב סירוב ש הסתגל ב מרחב הצהרת ש הסדיר על - קצבאות סל רכישת ה הכרזת ה"	0	True	288	4	29	"מנכ""ל ה מטרה ל מלון כישלון גאליה , טדסקי בולוניה , נשחק ב סירוב ש הסתגל ב מרחב הצהרת ש הסדיר על - קצבאות סל רכישת ה הכרזת ה קופתית של שוויץ ב הארי , אנאן לייטננט . <eos>"
R__NOUN_ADJ_DET_ADJ	38	3	sing	בנוי	correct	generated	<unk> תיק ה חבלנית נעלב כי זה תריס ב לכסון קאמרי יחסית ל להיט ה סגול ה	0	False	2772	4	17	"מ""ם תיק ה חבלנית נעלב כי זה תריס ב לכסון קאמרי יחסית ל להיט ה סגול ה פרדוקסלי , ו הוא נחישות של מוזיאון מוגרבי מסיבי ו נעלי רקע ב התאמת ה קונקרטית . <eos>"
R__NOUN_ADJ_DET_ADJ	38	3	sing	בנויים	wrong	generated	<unk> תיק ה חבלנית נעלב כי זה תריס ב לכסון קאמרי יחסית ל להיט ה סגול ה	0	False	1083	4	17	"מ""ם תיק ה חבלנית נעלב כי זה תריס ב לכסון קאמרי יחסית ל להיט ה סגול ה פרדוקסלי , ו הוא נחישות של מוזיאון מוגרבי מסיבי ו נעלי רקע ב התאמת ה קונקרטית . <eos>"
R__NOUN_NOUN_PUNCT_SCONJ_VERB	14	1	plur	מושלמות	correct	generated	ה מגע תרכיב עיברת , כי אם לא יאפשרו משטרי כמותיים , ייבחר הכרות של מקום ה סיכום , ה	2	True	92	7	20	"ה מגע תרכיב עיברת , כי אם לא יאפשרו משטרי כמותיים , ייבחר הכרות של מקום ה סיכום , ה עוזבות ב אגוזים תחת מקרא צה""ל , ל שיפור אקרויד . <eos>"
R__NOUN_NOUN_PUNCT_SCONJ_VERB	14	1	plur	מושלמת	wrong	generated	ה מגע תרכיב עיברת , כי אם לא יאפשרו משטרי כמותיים , ייבחר הכרות של מקום ה סיכום , ה	2	True	737	7	20	"ה מגע תרכיב עיברת , כי אם לא יאפשרו משטרי כמותיים , ייבחר הכרות של מקום ה סיכום , ה עוזבות ב אגוזים תחת מקרא צה""ל , ל שיפור אקרויד . <eos>"
R__NOUN_NOUN_DET_ADJ	151	0	plur	רבים	correct	original	מאות צרו על רכב ה חברה קדישא , תוך ש הם דוחפים איש את רעהו ו <unk> קללות ו <unk> לעבר אנשי ה תקשורת ה	1	True	57368	4	25	מאות צרו על רכב ה חברה קדישא , תוך ש הם דוחפים איש את רעהו ו משלחים קללות ו גידופים לעבר אנשי ה תקשורת ה רבים . <eos>
R__NOUN_NOUN_DET_ADJ	151	0	plur	רב	wrong	original	מאות צרו על רכב ה חברה קדישא , תוך ש הם דוחפים איש את רעהו ו <unk> קללות ו <unk> לעבר אנשי ה תקשורת ה	1	True	52449	4	25	מאות צרו על רכב ה חברה קדישא , תוך ש הם דוחפים איש את רעהו ו משלחים קללות ו גידופים לעבר אנשי ה תקשורת ה רבים . <eos>
R__NOUN_DET_ADV_PUNCT_ADJ	18	7	sing	מהימנה	correct	generated	ב פליטת קצוות ב ריגר ניצח חידוש <unk> , איסין חמאס , כי צובעים מי ש הוולקנים ש אפשר יהיה לשאוב גבול ב זעקה ה בין -	0	True	67	4	27	"ב פליטת קצוות ב ריגר ניצח חידוש בריה""ם , איסין חמאס , כי צובעים מי ש הוולקנים ש אפשר יהיה לשאוב גבול ב זעקה ה בין - מקצועית נגד אגיינסט . <eos>"
R__NOUN_DET_ADV_PUNCT_ADJ	18	7	sing	מהימנות	wrong	generated	ב פליטת קצוות ב ריגר ניצח חידוש <unk> , איסין חמאס , כי צובעים מי ש הוולקנים ש אפשר יהיה לשאוב גבול ב זעקה ה בין -	0	True	236	4	27	"ב פליטת קצוות ב ריגר ניצח חידוש בריה""ם , איסין חמאס , כי צובעים מי ש הוולקנים ש אפשר יהיה לשאוב גבול ב זעקה ה בין - מקצועית נגד אגיינסט . <eos>"
R__NOUN_DET_ADV_PUNCT_ADJ	17	5	sing	אישית	correct	generated	שלשום נמכרו בוואן , כניסתו ה לא -	0	True	3623	4	8	שלשום נמכרו בוואן , כניסתו ה לא - זריזה רמידוס , ו סיפור ניהול ה קומוטטיבית שלו ליגוריה שמעון , ב נקודת אקדח אבשידזה ב תגבור ה קווייל ה ניגרי של בנדין . <eos>
R__NOUN_DET_ADV_PUNCT_ADJ	17	5	sing	אישיות	wrong	generated	שלשום נמכרו בוואן , כניסתו ה לא -	0	True	2998	4	8	שלשום נמכרו בוואן , כניסתו ה לא - זריזה רמידוס , ו סיפור ניהול ה קומוטטיבית שלו ליגוריה שמעון , ב נקודת אקדח אבשידזה ב תגבור ה קווייל ה ניגרי של בנדין . <eos>
R__VERB_NOUN_CCONJ_VERB	5	2	sing	מצווה	correct	generated	שניהם יחדיו , סורוס על גודל מינרל ו לוין ה עוקר , צובעים ב בינוי ה משמע ה מסתדר ב קנסות ו	1	True	2878	4	22	"שניהם יחדיו , סורוס על גודל מינרל ו לוין ה עוקר , צובעים ב בינוי ה משמע ה מסתדר ב קנסות ו מכחיש ל יימן לצמצם את נסיעתו עד ש הוא מוותר "" להגיד לו אסדה אל הפסקת ה היצע "" . <eos>"
R__VERB_NOUN_CCONJ_VERB	5	2	sing	מצווים	wrong	generated	שניהם יחדיו , סורוס על גודל מינרל ו לוין ה עוקר , צובעים ב בינוי ה משמע ה מסתדר ב קנסות ו	1	True	82	4	22	"שניהם יחדיו , סורוס על גודל מינרל ו לוין ה עוקר , צובעים ב בינוי ה משמע ה מסתדר ב קנסות ו מכחיש ל יימן לצמצם את נסיעתו עד ש הוא מוותר "" להגיד לו אסדה אל הפסקת ה היצע "" . <eos>"
