pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	ngram_lstm_hidden650_batch256_dropout0.2_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr20.0	ngram_lstm_hidden650_batch512_dropout0.0_lr5.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr20.0	ngram_lstm_hidden650_batch512_dropout0.0_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr5.0	ngram_lstm_hidden650_batch512_dropout0.1_lr5.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr1.0	ngram_lstm_hidden650_batch512_dropout0.1_lr1.0	ngram_lstm_hidden650_batch256_dropout0.2_lr10.0	ngram_lstm_hidden650_batch512_dropout0.0_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr1.0	ngram_lstm_hidden650_batch512_dropout0.0_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr1.0	ngram_lstm_hidden650_batch256_dropout0.0_lr10.0	ngram_lstm_hidden650_batch256_dropout0.2_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr10.0	ngram_lstm_hidden650_batch256_dropout0.1_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr20.0	ngram_lstm_hidden650_batch256_dropout0.0_lr1.0	ngram_lstm_hidden650_batch256_dropout0.2_lr1.0	ngram_lstm_hidden650_batch256_dropout0.0_lr5.0	ngram_lstm_hidden650_batch256_dropout0.0_lr20.0	ngram_lstm_hidden650_batch512_dropout0.2_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr10.0	ngram_lstm_hidden650_batch512_dropout0.1_lr10.0	ngram_lstm_hidden650_batch512_dropout0.2_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr1.0	ngram_lstm_hidden650_batch512_dropout0.1_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr20.0
L__NOUN_VERB_VERB	12	0	plur	includes	wrong	original	Important species that probably would decline	1	False	10564	5	6	Important species that probably would decline include shrimp , capelin , Greenland halibut and some varieties of flatfish . <eos>	-11.552	-11.3276	-13.5679	-12.6976	-13.7239	-10.8796	-13.7437	-14.424	-13.4443	-13.9029	-11.1631	-12.1562	-13.2236	-14.2528	-12.2264	-14.2229	-14.5499	-12.501	-13.0383	-13.0688	-12.7367	-11.4051	-11.3727	-13.7672	-14.8601	-11.128	-11.3893	-13.3407	-13.0689	-13.6039	-12.448	-11.3441	-9.06804	-13.6951	-12.4679	-9.72661
L__NOUN_VERB_VERB	3	1	sing	blames	correct	generated	I deserve the star you popped to me	0	False	154	5	8	I deserve the star you popped to me lets to the Gray LA at El ( failed in Dudley ) . <eos>	-17.6723	-15.8017	-15.4911	-16.662	-16.3569	-14.409	-15.3841	-16.8507	-14.3531	-13.5508	-16.2489	-17.3696	-14.6595	-15.6099	-16.2382	-15.3113	-14.8019	-18.8648	-15.5558	-16.9031	-15.8534	-17.1936	-16.3394	-15.4882	-15.1068	-17.2027	-15.5386	-15.1669	-14.8519	-15.2902	-16.0061	-14.6754	-15.7278	-14.7169	-15.6382	-15.2471
L__NOUN_VERB_VERB	3	1	sing	blame	wrong	generated	I deserve the star you popped to me	0	False	657	5	8	I deserve the star you popped to me lets to the Gray LA at El ( failed in Dudley ) . <eos>	-16.5001	-14.5796	-13.5333	-14.4052	-15.5986	-13.4655	-13.6968	-13.4278	-12.4526	-12.8733	-15.0737	-16.0116	-12.7729	-16.9354	-14.2299	-13.9456	-12.8605	-17.5221	-12.3904	-14.1414	-14.4044	-14.054	-13.7822	-12.4913	-11.4765	-15.3175	-13.3674	-12.484	-13.9526	-14.5235	-14.6236	-13.5992	-13.5258	-14.0747	-13.7255	-13.622
L__NOUN_VERB_VERB	19	0	plur	are	correct	original	the <unk> customs we have in our family	1	False	261453	6	8	the irish customs we have in our family are ; we make sinnel cake for easter , barn brack and col - cannon for Halloween . <eos>	-5.03056	-4.79885	-5.05887	-3.81571	-6.84744	-6.10012	-3.5822	-4.48016	-4.46084	-4.75102	-3.49737	-4.54981	-5.51385	-5.01562	-4.18959	-3.55075	-3.86354	-5.47547	-4.8557	-5.06868	-3.91479	-5.76193	-4.7018	-3.94347	-4.1308	-5.06662	-5.85234	-4.41678	-5.53492	-4.89681	-4.23613	-4.77386	-3.4915	-4.38118	-5.02306	-3.27077
L__NOUN_VERB_VERB	19	0	plur	is	wrong	original	the <unk> customs we have in our family	1	False	649202	6	8	the irish customs we have in our family are ; we make sinnel cake for easter , barn brack and col - cannon for Halloween . <eos>	-3.96317	-4.33469	-5.06694	-3.52756	-5.33628	-5.20534	-4.21667	-3.95245	-3.94184	-5.49065	-3.85193	-4.36961	-4.99217	-4.68183	-4.06313	-3.54683	-4.85749	-4.92135	-5.35804	-4.70785	-4.44173	-4.5848	-4.60474	-3.73959	-3.94272	-4.68785	-5.57032	-3.58099	-5.16491	-4.20716	-4.96882	-3.29268	-5.12751	-3.33504	-4.90721	-4.34461
R__VERB_NOUN_CCONJ_VERB	3	5	plur	stop	correct	generated	Please tell me listen if you meet any categories or	0	False	5730	4	10	Please tell me listen if you meet any categories or continue anything educated . <eos>	-8.75339	-8.29288	-10.3776	-9.97613	-9.31688	-9.9156	-9.49012	-9.93689	-8.47043	-9.91692	-9.12335	-9.14151	-8.99145	-10.3536	-10.6628	-8.266	-10.0958	-9.25388	-9.60722	-8.09033	-9.38236	-9.84981	-9.07624	-10.2352	-8.7938	-8.73151	-9.96918	-8.96523	-10.4915	-9.28652	-7.33975	-9.18009	-10.3757	-8.74908	-9.76136	-8.73606
R__VERB_NOUN_CCONJ_VERB	3	5	plur	stops	wrong	generated	Please tell me listen if you meet any categories or	0	False	1587	4	10	Please tell me listen if you meet any categories or continue anything educated . <eos>	-8.27915	-10.4983	-10.5947	-11.4489	-11.0297	-10.0438	-10.5784	-11.7307	-10.2934	-9.39013	-9.24835	-13.0789	-10.6408	-10.9438	-12.7387	-10.2202	-12.0598	-11.1411	-10.7885	-12.6838	-11.0885	-9.80489	-9.88714	-10.8735	-12.3071	-7.95354	-10.2222	-10.0993	-9.24768	-11.3146	-10.3621	-9.91527	-10.5729	-9.90674	-10.2913	-11.2579
R__VERB_NOUN_CCONJ_VERB	4	8	plur	point	correct	generated	Stay me marry if you respond any comments or	0	False	19649	4	9	Stay me marry if you respond any comments or manage anything equine . <eos>	-8.50371	-9.03379	-7.82107	-9.42829	-9.03916	-8.1205	-9.36228	-7.83187	-8.60348	-7.56468	-9.90329	-7.35931	-8.73751	-7.75481	-9.47286	-9.11258	-10.0457	-9.72398	-9.56859	-7.64739	-7.65266	-9.41272	-7.9439	-9.72977	-7.58097	-8.2808	-7.79091	-7.90997	-8.86068	-10.8951	-7.2964	-9.39276	-8.18064	-9.73834	-10.6188	-8.00844
R__VERB_NOUN_CCONJ_VERB	4	8	plur	points	wrong	generated	Stay me marry if you respond any comments or	0	False	12408	4	9	Stay me marry if you respond any comments or manage anything equine . <eos>	-7.96829	-7.45911	-9.75843	-8.12043	-9.96615	-7.36641	-8.55467	-8.19913	-7.89085	-7.99731	-7.58172	-10.5747	-8.05866	-7.03469	-9.08506	-8.91648	-9.85258	-10.5702	-8.01986	-7.72597	-9.67153	-7.64834	-9.16393	-8.7814	-9.26599	-10.7181	-7.47568	-11.1558	-8.03086	-8.26737	-6.83637	-8.10602	-8.2639	-8.94281	-9.27302	-7.70526
R__VERB_NOUN_CCONJ_VERB	12	8	sing	compares	correct	generated	Remember for a siege of commanders in their journalist that happens from the custody and	0	False	320	5	15	Remember for a siege of commanders in their journalist that happens from the custody and stands relatively to the jail fo the sake . <eos>	-12.5496	-13.7675	-11.3228	-14.04	-13.1413	-12.0705	-14.4683	-17.0261	-12.1846	-11.458	-12.4125	-15.4953	-12.5431	-11.3831	-12.2746	-11.7847	-14.3213	-13.25	-14.2382	-12.3048	-12.8396	-13.5026	-15.3928	-13.1335	-11.7525	-13.0827	-12.9466	-14.3705	-11.8076	-12.9238	-11.6293	-11.3978	-13.9262	-13.0832	-13.4662	-13.2371
R__VERB_NOUN_CCONJ_VERB	12	8	sing	compare	wrong	generated	Remember for a siege of commanders in their journalist that happens from the custody and	0	False	692	5	15	Remember for a siege of commanders in their journalist that happens from the custody and stands relatively to the jail fo the sake . <eos>	-10.6655	-10.8227	-11.7367	-11.5756	-12.0003	-11.477	-12.4066	-11.8607	-10.8141	-10.7603	-11.4213	-11.404	-11.0704	-11.8213	-11.9457	-9.86536	-11.9659	-12.0464	-10.9793	-11.7731	-11.0987	-11.6986	-12.2567	-10.7247	-9.78279	-10.8862	-11.9322	-12.2201	-11.8734	-11.2562	-11.127	-10.7323	-11.0243	-10.6231	-12.4813	-10.8712
L__NOUN_VERB_VERB	18	4	sing	approves	correct	generated	The essential legislative sump I have narrowed	0	False	78	4	7	The essential legislative sump I have narrowed agrees that in the congregation of Elliott eight defense of the beginner is again greeted in the lifestyle the regime before the sample , this tire switched after the hysterical discovery . <eos>	-18.1681	-15.7793	-13.4558	-12.8174	-16.2427	-15.3662	-15.0116	-15.5091	-15.0079	-15.3305	-19.8116	-17.5128	-14.9855	-14.6693	-14.6066	-13.8752	-16.0232	-15.5231	-17.381	-15.9408	-14.85	-16.9191	-15.749	-16.2155	-16.4384	-16.8038	-14.241	-15.0682	-14.6149	-16.0279	-14.2369	-14.5107	-15.153	-14.618	-13.9133	-17.0771
L__NOUN_VERB_VERB	18	4	sing	approve	wrong	generated	The essential legislative sump I have narrowed	0	False	536	4	7	The essential legislative sump I have narrowed agrees that in the congregation of Elliott eight defense of the beginner is again greeted in the lifestyle the regime before the sample , this tire switched after the hysterical discovery . <eos>	-16.4327	-14.7388	-12.8515	-11.555	-15.2092	-13.5103	-14.5066	-15.7298	-13.7285	-13.6809	-18.0213	-15.9712	-13.5236	-13.9559	-14.1776	-12.7831	-14.9706	-13.854	-15.5015	-18.594	-12.6548	-13.7902	-14.9991	-16.5496	-15.2424	-16.5619	-12.8665	-15.2211	-13.5257	-15.1597	-14.0526	-13.4647	-15.236	-13.6823	-12.5621	-13.5695
R__VERB_NOUN_CCONJ_VERB	11	0	sing	has	correct	original	This type of harness goes around the dog s chest and legs and	0	False	171095	9	13	This type of harness goes around the dog s chest and legs and has a clip for the leash up on the back of the dog in middle of shoulder blades . <eos>	-6.03751	-4.63354	-4.32774	-5.45614	-6.1297	-5.66816	-5.06491	-5.23345	-6.08483	-5.62574	-5.13322	-5.45654	-5.6127	-4.63208	-5.37131	-5.61119	-4.60146	-5.42174	-4.99271	-5.13459	-4.07314	-4.96421	-5.18885	-5.03258	-5.08396	-4.60394	-4.20292	-5.21285	-4.41395	-4.78028	-5.68878	-5.6325	-5.26254	-5.5856	-4.36345	-5.44015
R__VERB_NOUN_CCONJ_VERB	11	0	sing	have	wrong	original	This type of harness goes around the dog s chest and legs and	0	False	152781	9	13	This type of harness goes around the dog s chest and legs and has a clip for the leash up on the back of the dog in middle of shoulder blades . <eos>	-6.01102	-5.31689	-5.55558	-5.8769	-5.22281	-6.05417	-5.65617	-5.81807	-5.64872	-5.77262	-5.65822	-6.40055	-5.52352	-6.23444	-4.83013	-6.00149	-5.37281	-6.02296	-4.90572	-5.07804	-5.41798	-5.40951	-6.75678	-6.09142	-7.30576	-5.0184	-5.67063	-6.37696	-5.89308	-5.02564	-5.70592	-6.36846	-6.18149	-6.52316	-5.69436	-5.73143
R__VERB_NOUN_CCONJ_VERB	2	3	plur	look	correct	generated	Judges officially : Lexus billion through Ana nine ( using you sell on the database we recommend and	0	True	5041	7	18	Judges officially : Lexus billion through Ana nine ( using you sell on the database we recommend and deny currently to partner the reputation after we choose ) <eos>	-7.59114	-8.45105	-7.74039	-7.30571	-6.9975	-8.00675	-6.90557	-7.87513	-7.29106	-7.94362	-5.67303	-5.87944	-7.09872	-8.1723	-8.87384	-6.7353	-9.06771	-8.65207	-8.20545	-5.78681	-9.01543	-5.13509	-7.76899	-7.41515	-7.61747	-7.51205	-7.04344	-7.37853	-5.59892	-7.99781	-7.03447	-7.38412	-5.80311	-6.23592	-7.41386	-6.71451
R__VERB_NOUN_CCONJ_VERB	2	3	plur	looks	wrong	generated	Judges officially : Lexus billion through Ana nine ( using you sell on the database we recommend and	0	True	1653	7	18	Judges officially : Lexus billion through Ana nine ( using you sell on the database we recommend and deny currently to partner the reputation after we choose ) <eos>	-8.7443	-10.9236	-9.98287	-9.81793	-12.2017	-8.81447	-11.3461	-10.197	-10.9074	-9.58651	-8.5331	-10.8294	-10.9766	-9.80645	-10.0009	-8.82696	-8.41871	-10.5432	-10.5954	-11.3431	-9.701	-7.65001	-9.63506	-9.50313	-11.0803	-10.0139	-8.7649	-10.6296	-8.40174	-11.2655	-8.84636	-9.62473	-9.6986	-10.1587	-8.39532	-9.15074
L__NOUN_VERB_VERB	8	0	sing	grows	correct	original	Also encourage your recipients to forward this along to their contacts , and so on , so that the movement to help her	0	True	1046	4	23	Also encourage your recipients to forward this along to their contacts , and so on , so that the movement to help her grows exponentially . <eos>	-13.0367	-15.6137	-13.5213	-12.9304	-13.7153	-14.0004	-15.2581	-14.8931	-16.2122	-14.6469	-14.7795	-14.0712	-16.5225	-12.6703	-13.2158	-12.5111	-14.6469	-13.8436	-10.8588	-15.2688	-11.7249	-14.7515	-13.3798	-13.2129	-11.0003	-13.3366	-12.3821	-14.5667	-12.4445	-13.9009	-12.2069	-14.5601	-13.5497	-15.4433	-11.0291	-13.5066
L__NOUN_VERB_VERB	8	0	sing	grow	wrong	original	Also encourage your recipients to forward this along to their contacts , and so on , so that the movement to help her	0	True	3244	4	23	Also encourage your recipients to forward this along to their contacts , and so on , so that the movement to help her grows exponentially . <eos>	-6.22944	-6.03087	-5.17252	-5.87226	-5.00079	-7.48347	-6.70624	-7.55207	-8.78472	-8.22156	-4.77418	-5.10576	-8.42924	-6.7083	-6.8996	-5.94417	-5.34204	-5.64823	-4.84754	-5.95505	-4.8905	-5.57242	-5.63812	-6.94125	-5.96479	-4.59389	-5.46922	-4.71492	-5.27893	-6.07978	-4.38526	-7.63449	-5.81313	-9.90237	-6.29342	-7.00321
R__VERB_NOUN_CCONJ_VERB	9	9	plur	remain	correct	generated	I become this unacceptable hour and	0	False	6999	5	6	I become this unacceptable hour and learn to reduce this prime asset . <eos>	-8.27811	-8.5006	-7.72036	-8.92863	-6.99845	-7.11042	-7.85831	-7.45804	-8.60008	-7.92555	-7.86002	-8.6762	-8.32017	-7.60922	-8.22335	-8.14342	-8.81006	-8.55115	-7.60499	-6.29018	-7.48914	-8.07801	-8.91906	-7.37769	-7.01225	-6.675	-8.2685	-9.32459	-7.64938	-6.84449	-8.35621	-8.98774	-7.54975	-8.20962	-8.33478	-8.7853
R__VERB_NOUN_CCONJ_VERB	9	9	plur	remains	wrong	generated	I become this unacceptable hour and	0	False	9459	5	6	I become this unacceptable hour and learn to reduce this prime asset . <eos>	-9.29575	-7.99566	-8.63967	-9.33523	-8.24677	-7.31207	-8.43659	-8.74869	-7.61255	-8.02713	-9.29185	-9.22036	-6.86399	-7.86115	-9.73403	-7.17063	-7.83006	-9.93205	-8.47689	-8.1129	-8.73702	-8.33832	-8.8319	-7.72193	-8.9386	-10.931	-9.25905	-11.1791	-7.23287	-9.54652	-8.24862	-7.38632	-7.54999	-6.46552	-7.40707	-8.27229
R__VERB_NOUN_CCONJ_VERB	7	9	sing	sees	correct	generated	As you begin above the kidney , the wealth of the religious disappointment writes your toy and	0	True	2251	4	17	As you begin above the kidney , the wealth of the religious disappointment writes your toy and continues you harass younger and happier . <eos>	-9.56146	-8.23888	-9.10569	-8.9115	-9.28858	-8.67038	-9.80447	-6.76392	-9.70987	-8.78403	-7.70128	-10.3691	-9.47679	-8.43686	-8.39794	-8.29423	-8.20837	-8.03946	-9.12528	-9.68555	-9.19648	-7.5304	-8.09573	-9.28273	-10.0934	-6.86499	-9.39621	-9.5525	-7.72221	-8.47477	-8.53754	-8.00956	-8.02536	-9.17953	-8.23705	-7.03537
R__VERB_NOUN_CCONJ_VERB	7	9	sing	see	wrong	generated	As you begin above the kidney , the wealth of the religious disappointment writes your toy and	0	True	15996	4	17	As you begin above the kidney , the wealth of the religious disappointment writes your toy and continues you harass younger and happier . <eos>	-6.62228	-6.3794	-7.54565	-5.84047	-7.76054	-7.96892	-7.44012	-5.85016	-7.28379	-7.94172	-6.53954	-6.45449	-7.56751	-7.78601	-7.72417	-9.55235	-5.74074	-8.54948	-8.27322	-8.81313	-6.32539	-6.69714	-8.90738	-6.34145	-9.06338	-6.11158	-8.47007	-9.43877	-6.50655	-5.36657	-7.13389	-8.04994	-6.12592	-8.03711	-7.42011	-6.81552
R__VERB_NOUN_CCONJ_VERB	4	9	plur	beg	correct	generated	Follow me fill if you collaborate any commitments or	0	False	108	4	9	Follow me fill if you collaborate any commitments or throw anything enjoyable . <eos>	-11.7848	-11.1323	-12.7092	-10.6713	-10.0274	-12.5568	-11.5155	-12.7095	-12.2772	-11.5428	-10.7381	-10.7204	-11.7555	-10.6128	-12.1843	-11.7888	-12.6722	-13.3318	-11.8796	-11.8107	-11.0329	-10.2722	-13.3307	-14.0778	-12.3834	-10.6415	-10.951	-12.8394	-11.8511	-10.0738	-10.7131	-12.1078	-12.3113	-11.8093	-11.5157	-11.7402
R__VERB_NOUN_CCONJ_VERB	4	9	plur	begs	wrong	generated	Follow me fill if you collaborate any commitments or	0	False	209	4	9	Follow me fill if you collaborate any commitments or throw anything enjoyable . <eos>	-14.2294	-12.9336	-12.8817	-12.7643	-13.2479	-12.6199	-11.5683	-14.3138	-12.6431	-11.9991	-13.7933	-14.5022	-12.2435	-14.1428	-13.5604	-12.7343	-15.0599	-14.3125	-13.5294	-15.8007	-13.064	-11.8818	-13.3353	-13.9769	-13.9726	-12.4204	-11.866	-12.5191	-11.7167	-14.3997	-12.826	-12.3997	-13.2217	-12.0035	-13.3058	-14.1083
R__VERB_NOUN_CCONJ_VERB	7	8	sing	pays	correct	generated	As you tolerate above the designer , the countryside of the religious foster gives your club and	0	True	479	4	17	As you tolerate above the designer , the countryside of the religious foster gives your club and receives you clarify darker and darker . <eos>	-8.25788	-8.54768	-9.64809	-8.85277	-8.6107	-8.40198	-8.66	-8.61606	-11.1149	-8.96682	-8.35592	-7.77718	-9.91355	-7.83567	-10.4112	-8.2407	-7.66412	-7.63462	-6.57352	-8.48416	-7.32669	-8.06812	-7.41298	-8.99597	-9.09406	-8.6296	-9.35414	-9.62913	-7.9831	-8.6501	-8.9373	-9.38377	-8.59018	-10.2153	-8.12601	-7.22995
R__VERB_NOUN_CCONJ_VERB	7	8	sing	pay	wrong	generated	As you tolerate above the designer , the countryside of the religious foster gives your club and	0	True	5913	4	17	As you tolerate above the designer , the countryside of the religious foster gives your club and receives you clarify darker and darker . <eos>	-5.19331	-5.87325	-8.698	-5.08747	-8.42045	-7.0963	-5.60116	-7.39137	-6.99546	-6.09817	-7.41194	-6.67983	-7.3205	-6.58429	-7.89251	-6.7002	-7.22979	-7.25568	-8.05079	-7.67268	-5.3426	-9.16691	-7.04049	-5.52377	-7.34941	-7.23644	-6.94516	-6.75948	-7.06513	-8.37915	-6.26535	-6.14402	-6.54221	-6.29011	-6.12551	-7.97504
L__NOUN_VERB_VERB	18	7	sing	enters	correct	generated	The acceptable small photograph I have changed	0	False	1492	4	7	The acceptable small photograph I have changed offers that in the correspondence of Aquarius eight bonus of the majority is also repaired in the hybrid the wildlife before the fist , this chapel communicated after the provincial radar . <eos>	-17.7103	-15.6599	-14.3156	-16.0286	-17.1911	-15.3638	-16.4504	-16.5401	-15.3675	-15.0125	-18.8028	-16.7188	-15.68	-14.9488	-15.4525	-14.1443	-14.0668	-15.3321	-15.4251	-15.612	-15.215	-14.7167	-15.2267	-14.7647	-16.2171	-16.8303	-13.1162	-17.0433	-15.6914	-16.1226	-15.5419	-14.486	-13.915	-15.4619	-15.9596	-14.5085
L__NOUN_VERB_VERB	18	7	sing	enter	wrong	generated	The acceptable small photograph I have changed	0	False	3610	4	7	The acceptable small photograph I have changed offers that in the correspondence of Aquarius eight bonus of the majority is also repaired in the hybrid the wildlife before the fist , this chapel communicated after the provincial radar . <eos>	-16.5491	-16.0331	-15.1089	-14.6569	-18.5665	-15.3237	-18.267	-16.9833	-17.2463	-15.3623	-16.6771	-15.9214	-17.1413	-14.4183	-14.7801	-14.9387	-14.7188	-15.772	-16.5487	-15.9323	-14.8306	-14.4748	-14.854	-17.0189	-16.0085	-17.994	-14.2702	-16.2192	-15.1187	-14.4006	-16.0073	-15.7239	-14.4171	-15.7191	-15.401	-16.0153
R__VERB_NOUN_CCONJ_VERB	4	0	plur	need	correct	original	Let me know if you have any questions or	0	False	9900	4	9	Let me know if you have any questions or need anything else . <eos>	-6.77222	-8.95306	-6.09274	-8.66838	-8.09737	-7.07606	-6.73865	-6.2193	-5.9466	-5.58929	-7.74949	-6.92028	-6.13894	-8.47071	-5.57401	-6.78688	-7.82151	-8.8988	-6.59601	-7.394	-7.89013	-7.94531	-7.94228	-6.26264	-7.4267	-8.54033	-7.89563	-7.64413	-7.88479	-8.19121	-6.78738	-6.18868	-7.13255	-5.09832	-7.72602	-8.07892
R__VERB_NOUN_CCONJ_VERB	4	0	plur	needs	wrong	original	Let me know if you have any questions or	0	False	4816	4	9	Let me know if you have any questions or need anything else . <eos>	-5.48321	-7.5647	-4.68793	-6.05255	-6.31028	-6.77057	-6.89898	-6.82085	-6.99459	-7.23573	-5.24693	-6.57623	-7.35129	-7.65533	-5.73854	-7.5956	-6.27509	-7.39649	-6.81655	-7.25423	-6.37496	-6.80947	-7.32742	-5.91341	-8.11876	-6.61933	-6.3905	-7.71843	-7.31658	-6.00165	-5.77155	-7.69197	-7.99333	-6.69739	-6.03228	-6.30271
L__NOUN_VERB_VERB	8	4	sing	produces	correct	generated	Extremely add your witnesses to recover this accordingly to their communications , and substantially ago , so that the situation to hang her	0	True	2089	4	23	Extremely add your witnesses to recover this accordingly to their communications , and substantially ago , so that the situation to hang her lasts onboard . <eos>	-15.5425	-15.0653	-13.9953	-15.6186	-15.1475	-15.0063	-14.4642	-15.4059	-16.2033	-14.2621	-14.6567	-13.6153	-15.895	-13.3101	-14.6303	-14.6015	-14.5099	-12.873	-13.643	-13.6372	-13.0696	-13.3043	-16.5679	-15.6519	-13.7517	-16.0711	-12.6956	-17.4881	-13.3708	-16.4767	-13.7542	-14.2082	-14.6508	-16.8898	-13.3833	-14.2984
L__NOUN_VERB_VERB	8	4	sing	produce	wrong	generated	Extremely add your witnesses to recover this accordingly to their communications , and substantially ago , so that the situation to hang her	0	True	7920	4	23	Extremely add your witnesses to recover this accordingly to their communications , and substantially ago , so that the situation to hang her lasts onboard . <eos>	-10.5036	-12.8929	-11.8315	-14.1577	-12.0415	-11.2545	-11.8327	-14.3346	-11.0078	-10.8178	-13.2994	-10.6001	-10.8046	-11.3327	-13.5335	-12.0063	-12.2443	-10.257	-10.5673	-11.692	-11.0672	-11.389	-12.327	-11.6286	-9.74003	-12.4332	-12.0119	-14.4235	-13.5628	-12.7575	-10.8702	-10.9444	-13.7858	-11.2407	-12.3443	-12.6004
L__NOUN_VERB_VERB	16	9	sing	affirms	correct	generated	The hardest bomber you can define in UN	0	False	80	6	8	The hardest bomber you can define in UN identifies to breathe to a recognition . <eos>	-13.5895	-13.127	-13.1194	-14.7469	-15.1177	-12.6824	-14.3723	-13.6637	-13.7832	-13.4065	-13.4511	-14.5372	-13.4068	-13.531	-13.019	-13.906	-13.5134	-15.7088	-13.5685	-15.9404	-15.0744	-17.2634	-13.6846	-13.8788	-11.9592	-12.2965	-13.5342	-15.7032	-13.7326	-13.8202	-13.5146	-12.4159	-13.7497	-13.9495	-13.8569	-14.5523
L__NOUN_VERB_VERB	16	9	sing	affirm	wrong	generated	The hardest bomber you can define in UN	0	False	127	6	8	The hardest bomber you can define in UN identifies to breathe to a recognition . <eos>	-13.7664	-13.7397	-12.8434	-13.513	-14.6282	-14.4833	-13.5823	-13.2836	-14.5625	-13.828	-13.6203	-14.2895	-13.5289	-13.635	-13.3327	-13.7373	-12.994	-15.1919	-13.8257	-15.7785	-13.458	-14.7874	-12.3156	-14.0071	-11.2452	-15.5602	-14.1102	-13.1274	-13.359	-13.3337	-13.0669	-13.1322	-13.9316	-14.7947	-13.5159	-15.1782
L__NOUN_VERB_VERB	15	7	sing	offers	correct	generated	The overdue rat to fix for consistent	0	False	5191	5	7	The overdue rat to fix for consistent explains to make nine , or your lighting clinic breakfast surgery , and immigrate . <eos>	-10.7133	-12.1102	-10.5666	-12.4392	-12.1204	-9.81845	-11.2689	-11.1185	-11.157	-8.61772	-12.8295	-11.994	-10.2368	-11.495	-10.0803	-11.3495	-10.1963	-11.6475	-10.8471	-12.3282	-11.1894	-10.4243	-11.9744	-11.7343	-12.3295	-9.18912	-13.5619	-10.1759	-9.918	-12.0711	-9.6043	-9.27202	-9.03127	-9.64933	-9.2273	-10.3811
